order,ERR1754760,ERR1754761,ERR1754762,ERR1754763,ERR1754764,ERR1754765,ERR1754766,ERR1754767,ERR1754768,ERR1754769
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales,87.0,52.0,18.0,258.0,139.0,26.0,177.0,223.0,34.0,238.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales,87.0,52.0,18.0,258.0,139.0,26.0,177.0,223.0,34.0,238.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales,87.0,52.0,18.0,258.0,139.0,26.0,177.0,223.0,34.0,238.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales,87.0,52.0,18.0,258.0,139.0,26.0,177.0,223.0,34.0,238.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales,87.0,52.0,18.0,258.0,139.0,26.0,177.0,223.0,34.0,238.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales,2.0,22.0,1.0,5.0,21.0,6.0,13.0,7.0,1.0,8.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales,688.0,88.0,180.0,1105.0,254.0,98.0,252.0,1966.0,444.0,695.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales,688.0,88.0,180.0,1105.0,254.0,98.0,252.0,1966.0,444.0,695.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales,688.0,88.0,180.0,1105.0,254.0,98.0,252.0,1966.0,444.0,695.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales,688.0,88.0,180.0,1105.0,254.0,98.0,252.0,1966.0,444.0,695.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales,688.0,88.0,180.0,1105.0,254.0,98.0,252.0,1966.0,444.0,695.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales,688.0,88.0,180.0,1105.0,254.0,98.0,252.0,1966.0,444.0,695.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales,688.0,88.0,180.0,1105.0,254.0,98.0,252.0,1966.0,444.0,695.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales,688.0,88.0,180.0,1105.0,254.0,98.0,252.0,1966.0,444.0,695.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales,688.0,88.0,180.0,1105.0,254.0,98.0,252.0,1966.0,444.0,695.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales,688.0,88.0,180.0,1105.0,254.0,98.0,252.0,1966.0,444.0,695.0
sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales,688.0,88.0,180.0,1105.0,254.0,98.0,252.0,1966.0,444.0,695.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__,3922.0,438.0,5005.0,1313.0,759.0,473.0,686.0,2856.0,10200.0,1063.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,9677.0,955.0,9173.0,4164.0,1565.0,1288.0,1220.0,5430.0,16419.0,3003.0
sk__Eukaryota;p__Arthropoda;c__Arachnida;o__Araneae,1.0,0.0,0.0,35.0,2.0,0.0,0.0,0.0,1.0,29.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,9677.0,955.0,9173.0,4164.0,1565.0,1288.0,1220.0,5430.0,16419.0,3003.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,9677.0,955.0,9173.0,4164.0,1565.0,1288.0,1220.0,5430.0,16419.0,3003.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,9677.0,955.0,9173.0,4164.0,1565.0,1288.0,1220.0,5430.0,16419.0,3003.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,9677.0,955.0,9173.0,4164.0,1565.0,1288.0,1220.0,5430.0,16419.0,3003.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,9677.0,955.0,9173.0,4164.0,1565.0,1288.0,1220.0,5430.0,16419.0,3003.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,9677.0,955.0,9173.0,4164.0,1565.0,1288.0,1220.0,5430.0,16419.0,3003.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,9677.0,955.0,9173.0,4164.0,1565.0,1288.0,1220.0,5430.0,16419.0,3003.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,9677.0,955.0,9173.0,4164.0,1565.0,1288.0,1220.0,5430.0,16419.0,3003.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,9677.0,955.0,9173.0,4164.0,1565.0,1288.0,1220.0,5430.0,16419.0,3003.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,9677.0,955.0,9173.0,4164.0,1565.0,1288.0,1220.0,5430.0,16419.0,3003.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,9677.0,955.0,9173.0,4164.0,1565.0,1288.0,1220.0,5430.0,16419.0,3003.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,9677.0,955.0,9173.0,4164.0,1565.0,1288.0,1220.0,5430.0,16419.0,3003.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,9677.0,955.0,9173.0,4164.0,1565.0,1288.0,1220.0,5430.0,16419.0,3003.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,9677.0,955.0,9173.0,4164.0,1565.0,1288.0,1220.0,5430.0,16419.0,3003.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,9677.0,955.0,9173.0,4164.0,1565.0,1288.0,1220.0,5430.0,16419.0,3003.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,9677.0,955.0,9173.0,4164.0,1565.0,1288.0,1220.0,5430.0,16419.0,3003.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,9677.0,955.0,9173.0,4164.0,1565.0,1288.0,1220.0,5430.0,16419.0,3003.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Ferritrophicales,2.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,3.0,6.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Ferritrophicales,2.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,3.0,6.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales,77.0,8.0,3.0,32.0,53.0,2.0,23.0,72.0,8.0,52.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales,77.0,8.0,3.0,32.0,53.0,2.0,23.0,72.0,8.0,52.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales,77.0,8.0,3.0,32.0,53.0,2.0,23.0,72.0,8.0,52.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales,77.0,8.0,3.0,32.0,53.0,2.0,23.0,72.0,8.0,52.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales,1432.0,3800.0,557.0,3528.0,5102.0,2157.0,3124.0,2604.0,931.0,3376.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales,1432.0,3800.0,557.0,3528.0,5102.0,2157.0,3124.0,2604.0,931.0,3376.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales,1432.0,3800.0,557.0,3528.0,5102.0,2157.0,3124.0,2604.0,931.0,3376.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales,1432.0,3800.0,557.0,3528.0,5102.0,2157.0,3124.0,2604.0,931.0,3376.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales,1432.0,3800.0,557.0,3528.0,5102.0,2157.0,3124.0,2604.0,931.0,3376.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales,1432.0,3800.0,557.0,3528.0,5102.0,2157.0,3124.0,2604.0,931.0,3376.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales,1432.0,3800.0,557.0,3528.0,5102.0,2157.0,3124.0,2604.0,931.0,3376.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales,1432.0,3800.0,557.0,3528.0,5102.0,2157.0,3124.0,2604.0,931.0,3376.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales,1432.0,3800.0,557.0,3528.0,5102.0,2157.0,3124.0,2604.0,931.0,3376.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales,1432.0,3800.0,557.0,3528.0,5102.0,2157.0,3124.0,2604.0,931.0,3376.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales,116.0,60.0,10.0,38.0,63.0,25.0,78.0,17.0,16.0,47.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales,116.0,60.0,10.0,38.0,63.0,25.0,78.0,17.0,16.0,47.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales,116.0,60.0,10.0,38.0,63.0,25.0,78.0,17.0,16.0,47.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales,116.0,60.0,10.0,38.0,63.0,25.0,78.0,17.0,16.0,47.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales,116.0,60.0,10.0,38.0,63.0,25.0,78.0,17.0,16.0,47.0
sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales,116.0,60.0,10.0,38.0,63.0,25.0,78.0,17.0,16.0,47.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__,744.0,1465.0,293.0,1713.0,1619.0,629.0,1486.0,766.0,357.0,1638.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__,744.0,1465.0,293.0,1713.0,1619.0,629.0,1486.0,766.0,357.0,1638.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bradymonadales,1.0,5.0,0.0,16.0,1.0,1.0,1.0,0.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfarculales,490.0,867.0,211.0,842.0,755.0,330.0,1270.0,376.0,347.0,746.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfarculales,490.0,867.0,211.0,842.0,755.0,330.0,1270.0,376.0,347.0,746.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales,1.0,5.0,1.0,0.0,6.0,1.0,9.0,11.0,3.0,11.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales,4.0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,4.0,4.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales,5.0,6.0,3.0,5.0,14.0,2.0,12.0,12.0,10.0,9.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales,5.0,6.0,3.0,5.0,14.0,2.0,12.0,12.0,10.0,9.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales,5.0,6.0,3.0,5.0,14.0,2.0,12.0,12.0,10.0,9.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales,624.0,1741.0,166.0,3240.0,2420.0,728.0,1672.0,1320.0,291.0,2863.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales,624.0,1741.0,166.0,3240.0,2420.0,728.0,1672.0,1320.0,291.0,2863.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales,624.0,1741.0,166.0,3240.0,2420.0,728.0,1672.0,1320.0,291.0,2863.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales,624.0,1741.0,166.0,3240.0,2420.0,728.0,1672.0,1320.0,291.0,2863.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales,624.0,1741.0,166.0,3240.0,2420.0,728.0,1672.0,1320.0,291.0,2863.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales,624.0,1741.0,166.0,3240.0,2420.0,728.0,1672.0,1320.0,291.0,2863.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales,624.0,1741.0,166.0,3240.0,2420.0,728.0,1672.0,1320.0,291.0,2863.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales,624.0,1741.0,166.0,3240.0,2420.0,728.0,1672.0,1320.0,291.0,2863.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales,624.0,1741.0,166.0,3240.0,2420.0,728.0,1672.0,1320.0,291.0,2863.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales,624.0,1741.0,166.0,3240.0,2420.0,728.0,1672.0,1320.0,291.0,2863.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales,624.0,1741.0,166.0,3240.0,2420.0,728.0,1672.0,1320.0,291.0,2863.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales,624.0,1741.0,166.0,3240.0,2420.0,728.0,1672.0,1320.0,291.0,2863.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales,624.0,1741.0,166.0,3240.0,2420.0,728.0,1672.0,1320.0,291.0,2863.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales,624.0,1741.0,166.0,3240.0,2420.0,728.0,1672.0,1320.0,291.0,2863.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales,4.0,9.0,1.0,7.0,16.0,7.0,7.0,12.0,8.0,10.0
sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales,4.0,9.0,1.0,7.0,16.0,7.0,7.0,12.0,8.0,10.0
sk__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__,3434.0,6316.0,1087.0,8147.0,7631.0,2834.0,6293.0,4460.0,1556.0,5494.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__,3434.0,6316.0,1087.0,8147.0,7631.0,2834.0,6293.0,4460.0,1556.0,5494.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__,3434.0,6316.0,1087.0,8147.0,7631.0,2834.0,6293.0,4460.0,1556.0,5494.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__,3434.0,6316.0,1087.0,8147.0,7631.0,2834.0,6293.0,4460.0,1556.0,5494.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales,1.0,19.0,2.0,13.0,19.0,10.0,13.0,6.0,2.0,5.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales,272.0,2.0,0.0,172.0,5.0,0.0,0.0,87.0,0.0,1.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales,272.0,2.0,0.0,172.0,5.0,0.0,0.0,87.0,0.0,1.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales,272.0,2.0,0.0,172.0,5.0,0.0,0.0,87.0,0.0,1.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales,184.0,5.0,50.0,5.0,10.0,0.0,3.0,3.0,13.0,6.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales,184.0,5.0,50.0,5.0,10.0,0.0,3.0,3.0,13.0,6.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales,184.0,5.0,50.0,5.0,10.0,0.0,3.0,3.0,13.0,6.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales,2.0,28.0,1.0,5.0,30.0,29.0,12.0,7.0,0.0,10.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales,101.0,217.0,6.0,501.0,169.0,70.0,142.0,76.0,9.0,286.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales,101.0,217.0,6.0,501.0,169.0,70.0,142.0,76.0,9.0,286.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales,101.0,217.0,6.0,501.0,169.0,70.0,142.0,76.0,9.0,286.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales,101.0,217.0,6.0,501.0,169.0,70.0,142.0,76.0,9.0,286.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales,101.0,217.0,6.0,501.0,169.0,70.0,142.0,76.0,9.0,286.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales,54.0,188.0,14.0,192.0,333.0,115.0,147.0,77.0,15.0,159.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales,54.0,188.0,14.0,192.0,333.0,115.0,147.0,77.0,15.0,159.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales,54.0,188.0,14.0,192.0,333.0,115.0,147.0,77.0,15.0,159.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales,54.0,188.0,14.0,192.0,333.0,115.0,147.0,77.0,15.0,159.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales,54.0,188.0,14.0,192.0,333.0,115.0,147.0,77.0,15.0,159.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales,54.0,188.0,14.0,192.0,333.0,115.0,147.0,77.0,15.0,159.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales,54.0,188.0,14.0,192.0,333.0,115.0,147.0,77.0,15.0,159.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales,54.0,188.0,14.0,192.0,333.0,115.0,147.0,77.0,15.0,159.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales,95.0,4.0,2.0,9.0,3.0,1.0,3.0,5.0,12.0,6.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales,95.0,4.0,2.0,9.0,3.0,1.0,3.0,5.0,12.0,6.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales,95.0,4.0,2.0,9.0,3.0,1.0,3.0,5.0,12.0,6.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Immundisolibacterales,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales,118.0,140.0,80.0,140.0,174.0,80.0,274.0,218.0,140.0,173.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales,118.0,140.0,80.0,140.0,174.0,80.0,274.0,218.0,140.0,173.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales,118.0,140.0,80.0,140.0,174.0,80.0,274.0,218.0,140.0,173.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales,118.0,140.0,80.0,140.0,174.0,80.0,274.0,218.0,140.0,173.0
sk__Eukaryota;p__Mollusca;c__Gastropoda;o__Littorinimorpha,25.0,24.0,12.0,25.0,46.0,21.0,48.0,85.0,15.0,24.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales,118.0,140.0,80.0,140.0,174.0,80.0,274.0,218.0,140.0,173.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales,118.0,140.0,80.0,140.0,174.0,80.0,274.0,218.0,140.0,173.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales,118.0,140.0,80.0,140.0,174.0,80.0,274.0,218.0,140.0,173.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales,21.0,3.0,4.0,25.0,208.0,7.0,9.0,344.0,2.0,8.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales,21.0,3.0,4.0,25.0,208.0,7.0,9.0,344.0,2.0,8.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales,21.0,3.0,4.0,25.0,208.0,7.0,9.0,344.0,2.0,8.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales,21.0,3.0,4.0,25.0,208.0,7.0,9.0,344.0,2.0,8.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales,21.0,3.0,4.0,25.0,208.0,7.0,9.0,344.0,2.0,8.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales,21.0,3.0,4.0,25.0,208.0,7.0,9.0,344.0,2.0,8.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales,2.0,8.0,0.0,19.0,16.0,3.0,2.0,3.0,1.0,18.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales,9452.0,113.0,4293.0,183.0,112.0,79.0,91.0,233.0,1173.0,574.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales,9452.0,113.0,4293.0,183.0,112.0,79.0,91.0,233.0,1173.0,574.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales,9452.0,113.0,4293.0,183.0,112.0,79.0,91.0,233.0,1173.0,574.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales,9452.0,113.0,4293.0,183.0,112.0,79.0,91.0,233.0,1173.0,574.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales,9452.0,113.0,4293.0,183.0,112.0,79.0,91.0,233.0,1173.0,574.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales,9452.0,113.0,4293.0,183.0,112.0,79.0,91.0,233.0,1173.0,574.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales,9452.0,113.0,4293.0,183.0,112.0,79.0,91.0,233.0,1173.0,574.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Salinisphaerales,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales,7.0,6.0,1.0,10.0,14.0,3.0,19.0,10.0,3.0,14.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales,7.0,6.0,1.0,10.0,14.0,3.0,19.0,10.0,3.0,14.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales,7.0,6.0,1.0,10.0,14.0,3.0,19.0,10.0,3.0,14.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales,790.0,157.0,111.0,528.0,173.0,200.0,216.0,443.0,201.0,583.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales,790.0,157.0,111.0,528.0,173.0,200.0,216.0,443.0,201.0,583.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales,790.0,157.0,111.0,528.0,173.0,200.0,216.0,443.0,201.0,583.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales,790.0,157.0,111.0,528.0,173.0,200.0,216.0,443.0,201.0,583.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales,790.0,157.0,111.0,528.0,173.0,200.0,216.0,443.0,201.0,583.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales,790.0,157.0,111.0,528.0,173.0,200.0,216.0,443.0,201.0,583.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales,790.0,157.0,111.0,528.0,173.0,200.0,216.0,443.0,201.0,583.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales,790.0,157.0,111.0,528.0,173.0,200.0,216.0,443.0,201.0,583.0
sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales,790.0,157.0,111.0,528.0,173.0,200.0,216.0,443.0,201.0,583.0
sk__Bacteria;p__Proteobacteria;c__Hydrogenophilalia;o__Hydrogenophilales,6.0,4.0,2.0,24.0,14.0,3.0,7.0,55.0,1.0,8.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__,2.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,1.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Bacteriovoracales,66.0,63.0,20.0,48.0,92.0,25.0,46.0,58.0,20.0,125.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Bacteriovoracales,66.0,63.0,20.0,48.0,92.0,25.0,46.0,58.0,20.0,125.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Bacteriovoracales,66.0,63.0,20.0,48.0,92.0,25.0,46.0,58.0,20.0,125.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Bacteriovoracales,66.0,63.0,20.0,48.0,92.0,25.0,46.0,58.0,20.0,125.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Bdellovibrionales,57.0,91.0,25.0,156.0,90.0,58.0,113.0,136.0,20.0,180.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Bdellovibrionales,57.0,91.0,25.0,156.0,90.0,58.0,113.0,136.0,20.0,180.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Bdellovibrionales,57.0,91.0,25.0,156.0,90.0,58.0,113.0,136.0,20.0,180.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Bdellovibrionales,57.0,91.0,25.0,156.0,90.0,58.0,113.0,136.0,20.0,180.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Oligoflexales,185.0,293.0,56.0,283.0,357.0,167.0,377.0,289.0,83.0,472.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Oligoflexales,185.0,293.0,56.0,283.0,357.0,167.0,377.0,289.0,83.0,472.0
sk__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Oligoflexales,185.0,293.0,56.0,283.0,357.0,167.0,377.0,289.0,83.0,472.0
