,phylum,order,genus
932,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Aquimonas
933,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Chiayiivirga
934,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter
935,sk__Bacteria;p__Spirochaetes,sk__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales,sk__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Sphaerochaeta
936,sk__Bacteria;p__Tenericutes,sk__Bacteria;p__Tenericutes;c__;o__,sk__Bacteria;p__Tenericutes;c__;o__;f__;g__
937,sk__Bacteria;p__Tenericutes,sk__Bacteria;p__Tenericutes;c__Mollicutes;o__Acholeplasmatales,sk__Bacteria;p__Tenericutes;c__Mollicutes;o__Acholeplasmatales;f__Acholeplasmataceae;g__Acholeplasma
938,sk__Bacteria;p__Tenericutes,sk__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales,sk__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma
939,sk__Bacteria;p__Verrucomicrobia,sk__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Puniceicoccales,sk__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Puniceicoccales;f__Puniceicoccaceae;g__Cerasicoccus
940,sk__Bacteria;p__Verrucomicrobia,sk__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales,sk__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Candidatus Udaeobacter
941,sk__Eukaryota;p__Preaxostyla,sk__Eukaryota;p__Preaxostyla;c__;o__,sk__Eukaryota;p__Preaxostyla;c__;o__;f__Paratrimastigidae;g__Paratrimastix
942,sk__Eukaryota;p__Evosea,sk__Eukaryota;p__Evosea;c__;o__Mastigamoebida,sk__Eukaryota;p__Evosea;c__;o__Mastigamoebida;f__Entamoebidae;g__Entamoeba
943,sk__Eukaryota;p__Discosea,sk__Eukaryota;p__Discosea;c__Flabellinia;o__,sk__Eukaryota;p__Discosea;c__Flabellinia;o__;f__Vannellidae;g__
944,sk__Eukaryota;p__Discosea,sk__Eukaryota;p__Discosea;c__Flabellinia;o__,sk__Eukaryota;p__Discosea;c__Flabellinia;o__;f__Vannellidae;g__Vannella
945,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Choanoflagellata;o__Craspedida,sk__Eukaryota;p__;c__Choanoflagellata;o__Craspedida;f__Salpingoecidae;g__
946,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Choanoflagellata;o__Craspedida,sk__Eukaryota;p__;c__Choanoflagellata;o__Craspedida;f__Salpingoecidae;g__Sphaeroeca
947,sk__Eukaryota;p__Euglenozoa,sk__Eukaryota;p__Euglenozoa;c__Kinetoplastea;o__,sk__Eukaryota;p__Euglenozoa;c__Kinetoplastea;o__;f__Ichthyobodonidae;g__Ichthyobodo
948,sk__Eukaryota;p__Tubulinea,sk__Eukaryota;p__Tubulinea;c__Elardia;o__Leptomyxida,sk__Eukaryota;p__Tubulinea;c__Elardia;o__Leptomyxida;f__Flabellulidae;g__
949,sk__Eukaryota;p__Evosea,sk__Eukaryota;p__Evosea;c__Variosea;o__Protosteliida,sk__Eukaryota;p__Evosea;c__Variosea;o__Protosteliida;f__;g__
950,sk__Eukaryota;p__Ciliophora,sk__Eukaryota;p__Ciliophora;c__Armophorea;o__Metopida,sk__Eukaryota;p__Ciliophora;c__Armophorea;o__Metopida;f__Metopidae;g__
951,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Chrysophyceae;o__Chromulinales,sk__Eukaryota;p__;c__Chrysophyceae;o__Chromulinales;f__Dinobryaceae;g__Dinobryon
952,sk__Eukaryota;p__Ciliophora,sk__Eukaryota;p__Ciliophora;c__Litostomatea;o__Pleurostomatida,sk__Eukaryota;p__Ciliophora;c__Litostomatea;o__Pleurostomatida;f__;g__
953,sk__Eukaryota;p__Ciliophora,sk__Eukaryota;p__Ciliophora;c__Nassophorea;o__,sk__Eukaryota;p__Ciliophora;c__Nassophorea;o__;f__;g__
954,sk__Eukaryota;p__Ciliophora,sk__Eukaryota;p__Ciliophora;c__Oligohymenophorea;o__Peniculida,sk__Eukaryota;p__Ciliophora;c__Oligohymenophorea;o__Peniculida;f__Parameciidae;g__Paramecium
955,sk__Eukaryota;p__Ciliophora,sk__Eukaryota;p__Ciliophora;c__Oligohymenophorea;o__Sessilida,sk__Eukaryota;p__Ciliophora;c__Oligohymenophorea;o__Sessilida;f__Epistylidae;g__Epistylis
956,sk__Eukaryota;p__Ciliophora,sk__Eukaryota;p__Ciliophora;c__Oligohymenophorea;o__Sessilida,sk__Eukaryota;p__Ciliophora;c__Oligohymenophorea;o__Sessilida;f__Vorticellidae;g__Carchesium
957,sk__Eukaryota;p__Ciliophora,sk__Eukaryota;p__Ciliophora;c__Oligohymenophorea;o__Sessilida,sk__Eukaryota;p__Ciliophora;c__Oligohymenophorea;o__Sessilida;f__Vorticellidae;g__Pseudovorticella
958,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Oomycetes;o__Peronosporales,sk__Eukaryota;p__;c__Oomycetes;o__Peronosporales;f__;g__
959,sk__Eukaryota;p__Ciliophora,sk__Eukaryota;p__Ciliophora;c__Phyllopharyngea;o__Chlamydodontida,sk__Eukaryota;p__Ciliophora;c__Phyllopharyngea;o__Chlamydodontida;f__;g__
960,sk__Eukaryota;p__Ciliophora,sk__Eukaryota;p__Ciliophora;c__Phyllopharyngea;o__Chlamydodontida,sk__Eukaryota;p__Ciliophora;c__Phyllopharyngea;o__Chlamydodontida;f__Chilodonellidae;g__
961,sk__Eukaryota;p__Ciliophora,sk__Eukaryota;p__Ciliophora;c__Phyllopharyngea;o__Chlamydodontida,sk__Eukaryota;p__Ciliophora;c__Phyllopharyngea;o__Chlamydodontida;f__Chilodonellidae;g__Pseudochilodonopsis
962,sk__Eukaryota;p__Ciliophora,sk__Eukaryota;p__Ciliophora;c__Phyllopharyngea;o__Chlamydodontida,sk__Eukaryota;p__Ciliophora;c__Phyllopharyngea;o__Chlamydodontida;f__Chlamydodontidae;g__
963,sk__Eukaryota;p__Ciliophora,sk__Eukaryota;p__Ciliophora;c__Phyllopharyngea;o__Dysteriida,sk__Eukaryota;p__Ciliophora;c__Phyllopharyngea;o__Dysteriida;f__;g__
964,sk__Eukaryota;p__Ciliophora,sk__Eukaryota;p__Ciliophora;c__Phyllopharyngea;o__Dysteriida,sk__Eukaryota;p__Ciliophora;c__Phyllopharyngea;o__Dysteriida;f__Dysteriidae;g__
965,sk__Eukaryota;p__Ciliophora,sk__Eukaryota;p__Ciliophora;c__Phyllopharyngea;o__Dysteriida,sk__Eukaryota;p__Ciliophora;c__Phyllopharyngea;o__Dysteriida;f__Dysteriidae;g__Dysteria
966,sk__Eukaryota;p__Ciliophora,sk__Eukaryota;p__Ciliophora;c__Phyllopharyngea;o__Endogenida,sk__Eukaryota;p__Ciliophora;c__Phyllopharyngea;o__Endogenida;f__Acinetidae;g__
967,sk__Eukaryota;p__Streptophyta,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asparagales,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asparagales;f__Orchidaceae;g__Acineta
968,sk__Eukaryota;p__Apicomplexa,sk__Eukaryota;p__Apicomplexa;c__;o__,sk__Eukaryota;p__Apicomplexa;c__;o__;f__;g__
969,sk__Eukaryota;p__Euglenozoa,sk__Eukaryota;p__Euglenozoa;c__Euglenida;o__,sk__Eukaryota;p__Euglenozoa;c__Euglenida;o__;f__;g__
970,sk__Eukaryota;p__Euglenozoa,sk__Eukaryota;p__Euglenozoa;c__Euglenida;o__Euglenales,sk__Eukaryota;p__Euglenozoa;c__Euglenida;o__Euglenales;f__;g__
971,sk__Eukaryota;p__Euglenozoa,sk__Eukaryota;p__Euglenozoa;c__Euglenida;o__Petalomonadida,sk__Eukaryota;p__Euglenozoa;c__Euglenida;o__Petalomonadida;f__Sphenomonadidae;g__
972,sk__Eukaryota;p__Basidiomycota,sk__Eukaryota;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales,sk__Eukaryota;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__
973,sk__Eukaryota;p__Cryptomycota,sk__Eukaryota;p__Cryptomycota;c__;o__,sk__Eukaryota;p__Cryptomycota;c__;o__;f__;g__Paramicrosporidium
974,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__;o__,sk__Eukaryota;p__Arthropoda;c__;o__;f__;g__
975,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Insecta;o__Psocoptera,sk__Eukaryota;p__Arthropoda;c__Insecta;o__Psocoptera;f__;g__
976,sk__Eukaryota;p__Platyhelminthes,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela,sk__Eukaryota;p__Platyhelminthes;c__Rhabditophora;o__Rhabdocoela;f__;g__
977,sk__Eukaryota;p__Streptophyta,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Poales,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Poales;f__Poaceae;g__
978,sk__Bacteria;p__Acidobacteria,sk__Bacteria;p__Acidobacteria;c__Vicinamibacteria;o__,sk__Bacteria;p__Acidobacteria;c__Vicinamibacteria;o__;f__Vicinamibacteraceae;g__Luteitalea
979,sk__Bacteria;p__Acidobacteria,sk__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales,sk__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__;g__
980,sk__Bacteria;p__Acidobacteria,sk__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Bryobacterales,sk__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Bryobacterales;f__Solibacteraceae;g__Candidatus Solibacter
981,sk__Eukaryota;p__Streptophyta,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Ericales,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Ericales;f__Theaceae;g__Gordonia
982,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Tsukamurellaceae;g__Tsukamurella
983,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Geodermatophilales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Geodermatophilales;f__Geodermatophilaceae;g__Blastococcus
984,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Kineosporiales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Kineosporiales;f__Kineosporiaceae;g__
985,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Beutenbergiaceae;g__Salana
986,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__
987,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Cryobacterium
988,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola
989,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales,sk__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter
990,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales,sk__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__;g__
991,sk__Bacteria;p__Armatimonadetes,sk__Bacteria;p__Armatimonadetes;c__Fimbriimonadia;o__Fimbriimonadales,sk__Bacteria;p__Armatimonadetes;c__Fimbriimonadia;o__Fimbriimonadales;f__;g__
992,sk__Bacteria;p__Bacteroidetes,sk__Bacteria;p__Bacteroidetes;c__;o__Bacteroidetes Order II. Incertae sedis,sk__Bacteria;p__Bacteroidetes;c__;o__Bacteroidetes Order II. Incertae sedis;f__Rhodothermaceae;g__
993,sk__Bacteria;p__Bacteroidetes,sk__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales,sk__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Niastella
994,sk__Bacteria;p__Bacteroidetes,sk__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales,sk__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Crocinitomicaceae;g__Crocinitomix
995,sk__Bacteria;p__Bacteroidetes,sk__Bacteria;p__Bacteroidetes;c__Saprospiria;o__Saprospirales,sk__Bacteria;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Haliscomenobacteraceae;g__
996,sk__Bacteria;p__Bacteroidetes,sk__Bacteria;p__Bacteroidetes;c__Saprospiria;o__Saprospirales,sk__Bacteria;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Haliscomenobacteraceae;g__Phaeodactylibacter
997,sk__Bacteria;p__Bacteroidetes,sk__Bacteria;p__Bacteroidetes;c__Saprospiria;o__Saprospirales,sk__Bacteria;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Lewinellaceae;g__Lewinella
998,sk__Bacteria;p__Chloroflexi,sk__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales,sk__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Pelolinea
999,sk__Bacteria;p__Chloroflexi,sk__Bacteria;p__Chloroflexi;c__Caldilineae;o__Caldilineales,sk__Bacteria;p__Chloroflexi;c__Caldilineae;o__Caldilineales;f__;g__
1000,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Hungateiclostridiaceae;g__Fastidiosipila
1001,sk__Bacteria;p__Gemmatimonadetes,sk__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales,sk__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__;g__
1002,sk__Bacteria;p__Lentisphaerae,sk__Bacteria;p__Lentisphaerae;c__Oligosphaeria;o__Oligosphaerales,sk__Bacteria;p__Lentisphaerae;c__Oligosphaeria;o__Oligosphaerales;f__;g__
1003,sk__Bacteria;p__Planctomycetes,sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales,sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Telmatocola
1004,sk__Bacteria;p__Planctomycetes,sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Isosphaerales,sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Isosphaerales;f__Isosphaeraceae;g__Singulisphaera
1005,sk__Bacteria;p__Planctomycetes,sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales,sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__
1006,sk__Bacteria;p__Planctomycetes,sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales,sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Candidatus Anammoximicrobium
1007,sk__Bacteria;p__Planctomycetes,sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales,sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomyces
1008,sk__Bacteria;p__Planctomycetes,sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales,sk__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Rhodopirellula
1009,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Prosthecomicrobium
1010,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Rhodovastum
1011,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Dongia
1012,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Taonella
1013,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Candidatus Midichloriaceae;g__
1014,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales,sk__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Candidatus Trichorickettsia
1015,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__;g__Rhizobacter
1016,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia
1017,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Gallionellaceae;g__Candidatus Nitrotoga
1018,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales,sk__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Gallionellaceae;g__Sideroxydans
1019,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfarculales,sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfarculales;f__Desulfarculaceae;g__
1020,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales,sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__Polyangium
1021,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales,sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__Sorangium
1022,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales,sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Syntrophobacter
1023,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__Pseudohaliea
1024,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Steroidobacteraceae;g__Steroidobacter
1025,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Alcanivoracaceae;g__
1026,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oleiphilaceae;g__Oleiphilus
1027,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Chujaibacter
1028,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales,sk__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas
1029,sk__Bacteria;p__Thermotogae,sk__Bacteria;p__Thermotogae;c__Thermotogae;o__Kosmotogales,sk__Bacteria;p__Thermotogae;c__Thermotogae;o__Kosmotogales;f__Kosmotogaceae;g__Mesotoga
1030,sk__Bacteria;p__Verrucomicrobia,sk__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales,sk__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobia subdivision 3;g__
1031,sk__Bacteria;p__candidate division WWE3,sk__Bacteria;p__candidate division WWE3;c__;o__,sk__Bacteria;p__candidate division WWE3;c__;o__;f__;g__
1032,sk__Archaea;p__Candidatus Diapherotrites,sk__Archaea;p__Candidatus Diapherotrites;c__;o__,sk__Archaea;p__Candidatus Diapherotrites;c__;o__;f__;g__
1033,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales,sk__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Microthrixaceae;g__
1034,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Dietziaceae;g__Dietzia
1035,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Gordoniaceae;g__
1036,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae;g__Nocardia
1037,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter
1038,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Sanguibacteraceae;g__
1039,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Friedmanniella
1040,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Propionicimonas
1041,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__;g__
1042,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__,sk__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__;f__;g__
1043,sk__Bacteria;p__Armatimonadetes,sk__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales,sk__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae;g__Armatimonas
1044,sk__Bacteria;p__Bacteroidetes,sk__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales,sk__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Cnuella
1045,sk__Bacteria;p__Bacteroidetes,sk__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales,sk__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Leadbetterella
1046,sk__Bacteria;p__Bacteroidetes,sk__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales,sk__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Marinoscillum
1047,sk__Bacteria;p__Bacteroidetes,sk__Bacteria;p__Bacteroidetes;c__Saprospiria;o__Saprospirales,sk__Bacteria;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Lewinellaceae;g__
1048,sk__Bacteria;p__Candidatus Amesbacteria,sk__Bacteria;p__Candidatus Amesbacteria;c__;o__,sk__Bacteria;p__Candidatus Amesbacteria;c__;o__;f__;g__
1049,sk__Bacteria;p__Candidatus Atribacteria,sk__Bacteria;p__Candidatus Atribacteria;c__;o__,sk__Bacteria;p__Candidatus Atribacteria;c__;o__;f__;g__
1050,sk__Bacteria;p__Chloroflexi,sk__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales,sk__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Anaerolinea
1051,sk__Bacteria;p__Chloroflexi,sk__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales,sk__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Leptolinea
1052,sk__Bacteria;p__Chloroflexi,sk__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales,sk__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Levilinea
