#SampleID	SRR1141250	SRR1143350	SRR1145430	SRR1145431	SRR1143324	SRR1145435	SRR1145427	SRR1145428	SRR1141249	SRR1143339	SRR1145429
sk__Bacteria;k__;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Sporocytophaga	9	0	5	0	3	0	0	4	10	1	0
sk__Bacteria;k__;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae	1	0	0	0	0	0	0	2	2	0	3
sk__Bacteria;k__;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__Imperialibacter	0	0	0	0	0	0	0	0	0	0	1
sk__Bacteria;k__;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Hymenobacteraceae	11	38	6	0	13	0	8	4	25	6	4
sk__Bacteria;k__;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Hymenobacteraceae;g__Adhaeribacter	162	97	21	0	87	0	40	21	304	25	10
sk__Bacteria;k__;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter	0	84	3	0	1	0	1	9	1	44	10
sk__Bacteria;k__;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Hymenobacteraceae;g__Pontibacter	0	3	0	0	0	0	6	0	1	1	1
sk__Bacteria;k__;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Microscillaceae	207	146	226	0	119	0	91	354	234	21	116
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia	9	7	9	0	6	0	1	7	3	1	3
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales	47	207	26	0	27	0	163	44	63	73	54
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Crocinitomicaceae	0	0	1	0	0	0	0	0	2	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Crocinitomicaceae;g__Crocinitomix	0	1	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Crocinitomicaceae;g__Fluviicola	2	0	1	0	0	0	0	3	1	1	17
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae	0	2	1	0	2	0	0	7	1	0	3
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__Cryomorpha	0	0	0	0	0	0	0	0	0	0	1
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae	70	39	51	0	54	1	31	87	132	42	118
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Chryseobacterium	3	55	13	0	0	1	46	16	2	39	26
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Citreitalea	0	0	3	0	0	0	0	5	0	1	0
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cloacibacterium	1	1	0	0	0	0	0	0	1	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium	186	110	428	0	229	0	83	568	625	97	1008
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides	0	0	0	0	0	0	5	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Sinomicrobium	0	0	0	0	0	0	0	0	0	0	1
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales	12	4	4	0	2	0	3	14	13	1	12
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Haliscomenobacteraceae	4	0	2	0	2	0	1	5	3	0	3
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Haliscomenobacteraceae;g__Phaeodactylibacter	21	6	0	0	7	0	0	2	4	1	1
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Haliscomenobacteraceae;g__Portibacter	0	0	0	0	0	0	1	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Lewinellaceae	0	1	1	0	0	0	0	1	3	0	2
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Lewinellaceae;g__Lewinella	0	0	0	0	0	0	0	1	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Saprospiraceae	98	61	16	0	43	0	44	18	85	17	14
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia	4	22	2	0	3	0	8	4	14	10	5
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales	686	350	256	0	489	0	310	363	470	178	223
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Filobacteriaceae	0	0	0	0	0	0	0	0	1	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae	201	14978	217	0	167	0	10334	292	295	5991	281
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Arcticibacter	0	13	0	0	0	0	3	0	0	12	0
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter	85	1258	68	0	103	0	694	83	200	245	134
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__Mucilaginibacter_auburnensis	0	0	2	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__Mucilaginibacter_sp._1042	0	0	1	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__Mucilaginibacter_sp._R20-71	0	0	0	0	0	0	0	1	0	0	2
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Parapedobacter	1	0	0	0	0	0	1	0	0	0	1
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter	3	10258	4	0	4	0	3669	3	5	6820	0
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter_bauzanensis	0	1	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Solitalea	0	2	0	0	0	0	1	1	1	1	0
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium	2	16	0	0	0	0	6	2	0	5	9
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium_sp._P-7	0	22	0	0	0	0	1	0	1	0	0
sk__Bacteria;k__;p__Balneolaeota;c__Balneolia;o__Balneolales	0	0	1	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Caldiserica;c__Caldisericia;o__Caldisericales	6	0	4	0	0	0	0	9	2	0	1
sk__Bacteria;k__;p__Calditrichaeota	1	0	1	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Calditrichaeota;c__Calditrichae	0	0	7	0	0	0	0	4	0	0	2
sk__Bacteria;k__;p__Calditrichaeota;c__Calditrichae;o__Calditrichales	75	34	323	0	44	0	55	238	85	10	196
sk__Bacteria;k__;p__Calditrichaeota;c__Calditrichae;o__Calditrichales;f__Calditrichaceae	8	6	47	0	7	0	5	25	5	0	14
sk__Bacteria;k__;p__Candidatus_Adlerbacteria	0	0	2	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Amesbacteria	0	0	1	0	0	0	0	7	0	0	3
sk__Bacteria;k__;p__Candidatus_Azambacteria	1	12	9	0	1	0	5	3	2	1	4
sk__Bacteria;k__;p__Candidatus_Beckwithbacteria	0	0	6	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Berkelbacteria	1	15	59	0	1	0	6	54	0	1	27
sk__Bacteria;k__;p__Candidatus_Berkelbacteria;c__;o__;f__;g__;s__Berkelbacteria_bacterium_GW2011_GWE1_39_12	0	0	2	0	0	0	0	1	0	0	3
sk__Bacteria;k__;p__Candidatus_Berkelbacteria;c__;o__;f__;g__;s__Candidatus_Berkelbacteria_bacterium_RIFOXYA2_FULL_43_10	0	0	1	0	0	0	0	0	0	0	1
sk__Bacteria;k__;p__Candidatus_Campbellbacteria	0	0	0	0	0	0	0	0	0	1	4
sk__Bacteria;k__;p__Candidatus_Cloacimonetes	0	0	3	0	0	0	0	3	0	0	3
sk__Bacteria;k__;p__Candidatus_Collierbacteria	0	0	0	0	0	0	1	1	0	0	0
sk__Bacteria;k__;p__Candidatus_Curtissbacteria	0	0	0	0	0	0	1	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Dadabacteria	0	1	0	0	1	0	0	0	0	0	2
sk__Bacteria;k__;p__Candidatus_Dadabacteria;c__;o__;f__;g__;s__Candidatus_Dadabacteria_bacterium_CSP1-2	0	0	0	0	0	0	0	0	1	0	0
sk__Bacteria;k__;p__Candidatus_Doudnabacteria	5	1	22	0	1	0	0	13	4	1	24
sk__Bacteria;k__;p__Candidatus_Falkowbacteria	0	0	0	0	0	0	1	5	0	0	1
sk__Bacteria;k__;p__Candidatus_Firestonebacteria	0	0	48	0	0	0	0	47	0	0	45
sk__Bacteria;k__;p__Candidatus_Gottesmanbacteria	0	0	2	0	0	0	0	3	1	0	0
sk__Bacteria;k__;p__Candidatus_Hydrogenedentes	5	0	19	0	1	0	0	18	4	2	5
sk__Bacteria;k__;p__Candidatus_Kaiserbacteria	0	10	0	0	0	0	6	0	0	3	0
sk__Bacteria;k__;p__Candidatus_Komeilibacteria	0	0	0	0	0	0	0	1	0	0	0
sk__Bacteria;k__;p__Candidatus_Kuenenbacteria	0	0	1	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Latescibacteria	7	11	6	0	6	0	0	12	2	0	2
sk__Bacteria;k__;p__Candidatus_Latescibacteria;c__;o__;f__;g__Candidatus_Latescibacter	0	0	0	0	0	0	0	0	0	0	2
sk__Bacteria;k__;p__Candidatus_Magasanikbacteria	0	1	7	0	0	0	0	2	0	0	8
sk__Bacteria;k__;p__Candidatus_Marinimicrobia	0	0	1	0	0	0	0	1	2	0	0
sk__Bacteria;k__;p__Candidatus_Melainabacteria	0	0	0	0	0	0	0	1	0	0	0
sk__Bacteria;k__;p__Candidatus_Melainabacteria;c__;o__Vampirovibrionales	105	5	32	0	72	0	0	44	105	0	24
sk__Bacteria;k__;p__Candidatus_Microgenomates	0	0	1	0	0	0	0	3	0	0	3
sk__Bacteria;k__;p__Candidatus_Moranbacteria	0	1	3	0	1	0	1	1	1	0	1
sk__Bacteria;k__;p__Candidatus_Nomurabacteria	0	24	6	0	0	0	71	5	0	12	7
sk__Bacteria;k__;p__Candidatus_Omnitrophica	6	2	36	0	9	0	8	76	4	0	21
sk__Bacteria;k__;p__Candidatus_Omnitrophica;c__;o__;f__;g__;s__Omnitrophica_bacterium_RIFOXYB12_FULL_50_7	0	0	1	0	0	0	0	1	0	0	1
sk__Bacteria;k__;p__Candidatus_Omnitrophica;c__;o__;f__;g__Candidatus_Omnitrophus	22	0	44	0	21	0	2	106	14	0	41
sk__Bacteria;k__;p__Candidatus_Parcubacteria	1	0	0	0	1	0	0	0	0	0	3
sk__Bacteria;k__;p__Candidatus_Peregrinibacteria	0	0	63	0	0	0	1	38	1	0	15
sk__Bacteria;k__;p__Candidatus_Peregrinibacteria;c__Candidatus_Peribacteria	9	13	13	0	3	0	0	1	8	1	7
sk__Bacteria;k__;p__Candidatus_Peregrinibacteria;c__Candidatus_Peribacteria;o__Candi
