#SampleID	SRR1141249	SRR1141250	SRR1143324	SRR1143339	SRR1143350	SRR1145427	SRR1145428	SRR1145429	SRR1145430	SRR1145431	SRR1145432	SRR1145433	SRR1145434	SRR1145435	SRR1145436	SRR1145437	SRR1145438	SRR1145439
Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Spirosoma;s__	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Sporocytophaga;s__	3	9	13	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__;s__	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__Flexithrix;s__dorotheae	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__[Amoebophilaceae];g__;s__	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__[Amoebophilaceae];g__CandidatusAmoebophilus;s__	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__[Amoebophilaceae];g__SC3-56;s__	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__;s__	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__Fluviicola;s__	1	2	0	0	0	0	3	16	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__	29	1	1	0	2	23	0	14	8	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	912	548	668	92	92	70	901	999	538	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__succinicans	2	1	1	18	2	3	18	16	11	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides;s__odoratimimus	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__;s__	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Chryseobacterium;s__	6	2	0	43	62	47	16	27	14	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Elizabethkingia;s__meningoseptica	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__;g__;s__	145	253	234	34	49	88	104	61	62	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__;s__	289	198	188	5053	11075	5618	294	256	194	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__daejeonensis	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__gracilis	122	38	55	0	0	0	17	74	28	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__ximonensis	1	0	0	0	0	1	2	1	2	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Olivibacter;s__	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Parapedobacter;s__	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__	71	48	30	3234	6004	8276	95	94	98	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__cryoconitis	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__terricola	0	0	0	5	17	3	0	1	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__xinjiangensis	4	3	0	6	15	5	0	1	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__	2	2	0	3400	6159	2243	15	13	3	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__faecium	0	0	0	3	26	10	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__multivorum	0	0	0	5	3	3	12	2	5	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__VC2_1_Bac22;o__;f__;g__;s__	2	0	0	0	2	1	0	5	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__;g__;s__	16	26	14	0	2	5	20	13	18	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__;s__	4030	4389	1821	1181	2707	2479	827	1220	1001	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Chitinophaga;s__	61	56	13	3	14	4	27	30	46	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Chitinophaga;s__arvensicola	9	3	7	0	0	0	21	9	21	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Ferruginibacter;s__lapsinanis	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Filimonas;s__lacunae	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Flavihumibacter;s__	10	11	5	8	29	8	2	2	3	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Flavisolibacter;s__	111	154	44	62	67	81	49	37	59	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Niabella;s__	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Niastella;s__	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Sediminibacterium;s__	46	72	7	10	14	13	5	32	14	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Segetibacter;s__	32	34	19	17	2	7	25	9	7	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Terrimonas;s__	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Terrimonas;s__ferruginea	3	8	5	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Saprospiraceae;g__;s__	60	67	18	13	38	35	7	9	8	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chlorobi;c__;o__;f__;g__;s__	2	4	6	0	0	0	7	4	4	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chlorobi;c__BSV26;o__A89;f__;g__;s__	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chlorobi;c__BSV26;o__VC38;f__;g__;s__	0	0	0	0	0	0	15	81	16	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__;s__	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__[Melioribacteraceae];g__;s__	0	0	0	0	0	0	4	9	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__lheB3-7;g__;s__	0	0	0	0	0	0	3	0	12	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chlorobi;c__OPB56;o__;f__;g__;s__	0	0	0	0	0	0	29	13	11	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__;s__	12	3	2	0	10	6	25	3	27	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__	1	1	0	0	0	0	4	4	5	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__;f__;g__;s__	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__A31;f__;g__;s__	0	0	0	0	0	0	2	4	2	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__A31;f__S47;g__;s__	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae;g__;s__	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae;g__Anaerolinea;s__	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae;g__T78;s__	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae;g__WCHB1-05;s__	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__;s__	14	15	4	2	7	0	3	2	2	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__GCA004;f__;g__;s__	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__H39;f__;g__;s__	8	11	1	0	0	0	3	3	6	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__A4b;g__;s__	4	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__oc28;g__;s__	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SHA-20;f__;g__;s__	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__WCHB1-50;f__;g__;s__	0	0	0	0	0	0	2	1	5	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__envOPS12;f__;g__;s__	0	0	1	0	0	0	7	1	5	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__pLW-97;f__;g__;s__	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__C0119;o__;f__;g__;s__	1	1	0	0	0	2	8	4	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__[Roseiflexales];f__[Kouleothrixaceae];g__;s__	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__Dehalococcoidales;f__;g__;s__	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalogenimonas;s__	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__Ellin6529;o__;f__;g__;s__	100	85	69	4	19	12	69	63	47	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__;f__;g__;s__	0	1	0	1	7	6	1	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__;f__;g__;s__	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__JG30-KF-AS9;f__;g__;s__	1	0	0	0	0	1	12	2	7	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__;s__	80	49	27	0	0	2	155	120	98	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__FFCH10602;s__	6	1	2	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__TK10;f__;g__;s__	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Thermogemmatisporales;f__Thermogemmatisporaceae;g__;s__	368	249	182	0	6	2	2186	769	1163	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__P2-11E;o__;f__;g__;s__	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__S085;o__;f__;g__;s__	36	37	17	3	7	14	14	10	5	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__TK10;o__;f__;g__;s__	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885;f__5B-12;g__;s__	3	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885;f__Dolo_23;g__;s__	1	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;f__;g__;s__	6	5	5	0	0	0	3	2	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;f__FFCH4570;g__;s__	48	32	31	0	0	0	53	44	33	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__TK17;o__;f__;g__;s__	1	7	1	0	0	0	9	3	4	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__JG30-KF-CM45;f__;g__;s__	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__;f__;g__;s__	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__MLE1-12;f__;g__;s__	7	7	8	0	0	0	12	6	7	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__SM1D11;f__;g__;s__	44	31	24	0	5	0	28	8	21	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;f__;g__;s__	0	0	0	0	0	0	14	7	4	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;f__;g__;s__	2	0	3	0	0	0	11	2	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;f__Chlamydomonadaceae;g__;s__	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;f__Trebouxiophyceae;g__;s__	0	0	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Stramenopiles;f__;g__;s__	4	1	1	1	25	7	771	360	503	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__;g__;s__	10	7	5	5	0	0	10	5	2	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Cyanobacteria;c__ML635J-21;o__;f__;g__;s__	31	24	17	0	0	1	4	16	2	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Pseudanabaenales;f__Pseudanabaenaceae;g__Leptolyngbya;s__frigida	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Pseudanabaenales;f__Pseudanabaenaceae;g__Pseudanabaena;s__	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae;g__;s__	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales;f__;g__;s__	28	48	39	0	0	1	102	45	53	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__FAC88;f__;g__;s__	1022	1106	1340	0	0	6	1224	354	716	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__IIb;f__;g__;s__	22	45	44	1	0	1	108	43	64	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__MVP-88;f__;g__;s__	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Elusimicrobia;c__Endomicrobia;o__;f__;g__;s__	1	0	2	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__FBP;c__;o__;f__;g__;s__	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__FCPU426;c__;o__;f__;g__;s__	0	1	1	0	0	0	6	0	7	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__258ds10;f__;g__;s__	12	39	20	0	1	0	8	13	12	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Fibrobacteres;c__TG3;o__TG3-1;f__;g__;s__	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__;g__;s__	13	12	5	31	217	139	31	23	29	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__;s__	0	0	0	1	12	1	6	0	11	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Alicyclobacillus;s__	11	13	17	40	55	24	26	260	28	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Alicyclobacillus;s__acidiphilus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Alicyclobacillus;s__acidoterrestris	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Alicyclobacillus;s__pomorum	11	7	1	21	130	106	228	139	146	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__;s__	108	45	42	56	309	168	73	77	104	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anaerobacillus;s__	1	0	0	6	21	5	3	0	3	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anoxybacillus;s__kestanbolensis	1	1	1	2	7	4	1	2	3	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	256	91	82	95	378	265	118	77	157	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__acidicola	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__alkalitolerans	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__anthracis	2	2	1	0	14	8	1	2	5	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__badius	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__cereus	0	0	0	1	8	1	0	0	2	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__firmus	0	1	1	41	170	72	2	12	2	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__flexus	0	0	0	2	13	3	0	3	14	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__foraminis	2	0	0	1	3	3	1	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__horikoshii	9	0	2	23	153	33	1	3	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__humi	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__mannanilyticus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__megaterium	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__muralis	15	5	1	3	23	5	2	4	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__oleronius	1	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__selenatarsenatis	0	0	0	3	6	10	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Geobacillus;s__thermodenitrificans	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Gracilibacillus;s__halotolerans	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Halalkalibacillus;s__halophilus	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Halobacillus;s__profundi	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Ornithinibacillus;s__scapharcae	1	0	0	0	3	2	1	2	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Pontibacillus;s__	1	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0
