Samples	ERR479534	ERR475532	ERR479039	ERR475501	ERR479333	ERR480641	ERR479175	ERR481047	ERR478985	ERR479114	ERR479360	ERR479353	ERR479145	ERR479148	ERR480982	ERR480844	ERR480927	ERR479448	ERR480716	ERR479488	ERR481057	ERR479174	ERR480527	ERR479558	ERR479032	ERR479516	ERR479431	ERR479470	ERR481063	ERR479024	ERR479222	ERR478969	ERR475493	ERR480943	ERR479256	ERR479200	ERR475521	ERR480947	ERR481042	ERR475557	ERR479318	ERR479030	ERR479246	ERR481021	ERR480970	ERR480912	ERR480933	ERR480611	ERR475520	ERR480805	ERR480580	ERR479389	ERR479031	ERR479559	ERR479540	ERR480507	ERR480956	ERR481024	ERR481039	ERR475577	ERR479546	ERR480951	ERR480569	ERR480671
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Agathobaculum	0.0	1.741556	0.0	0.368714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79411	0.0	0.0	0.0	1.343694	0.0	0.0	0.0849278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.853042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.498698	0.0	0.0	0.0	0.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerofilum	0.0	0.0872622	0.0	0.26502600000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00577534	0.0	0.0	0.0	0.07408846	0.0	0.0	0.17547057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0223076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41845886	0.0	0.0	0.0	0.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus	0.06942000000000001	1.097538	0.0	0.01832394	0.01559	0.0	0.0	0.0	0.0	0.00306	1.2113200000000002	0.0	0.0	0.39704	0.0	0.24253	0.0	0.016669999999999997	0.0	0.0	0.0	2.00981	0.0	0.0	0.0	0.0	0.01408	0.03254	0.0	0.0	0.23358	0.0	0.388392	0.0	0.0	0.3549	0.940838	0.0	0.0	2.29376	0.78364	0.0	0.0	0.0	0.5141399999999999	0.0	0.0	0.0	0.0945842	0.0	2.24956	0.07846	0.0	0.04818	0.0	0.0	0.0	0.0	0.0	1.588272	0.04554	0.0	0.7211299999999999	0.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ethanoligenens	0.0	0.00491618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001443834	0.0	0.0	0.0	0.0008419139999999999	0.0	0.0	0.0042113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00133693	0.0	0.0	0.0	0.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	13.67438	16.09188	0.00156	0.66145	11.05772	6.987239999999999	2.68432	2.6631400000000003	0.2262	1.9586	0.72914	0.28434	6.66492	15.12516	11.13482	66.4748	5.9668800000000015	14.200679999999998	19.3987	19.50782	42.3668	0.09142	2.12942	30.064	1.7093599999999998	1.60898	3.82738	52.2024	21.9278	0.6190399999999999	15.5192	3.4848	37.035	31.6818	7.024560000000001	11.31112	47.9154	24.5572	19.53164	4.6942	23.0392	1.6444599999999998	1.13884	20.5134	30.5862	8.79388	17.333920000000006	20.4162	4.58554	40.6646	0.41828	16.73004	1.61882	29.5126	14.764120000000002	23.7946	13.25064	30.7254	36.642	24.2672	11.0797	1.46018	26.2296	4.49644
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Flavonifractor	0.0	0.0	3.05002	0.000446926	0.0	0.0	0.0	0.5153800000000001	0.0	0.0	0.01536	0.40934	0.0	0.003820000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1866	0.0	0.0	0.1081	0.4353	0.13427999999999998	0.0	0.0	0.0	0.06624	0.0	0.0	0.0	0.0	0.1602	0.0	0.0	0.0	0.0	0.04538	0.13468	0.0	0.0	0.0	0.0	0.0	0.02532	0.0	0.0	0.0	0.02	0.09452	0.00472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Papillibacter	0.0	0.047932800000000005	0.0	0.001340776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001443834	0.0	0.0	0.0	0.00378862	0.0	0.0	0.0077207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00356922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01804856	0.0	0.0	0.0	0.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Pseudoflavonifractor	0.0094	0.00860332	0.0	0.0017877020000000004	0.0	0.0	0.0	0.0	0.00924	0.0	0.0	0.0	0.01536	0.01684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04984	0.0	0.02478	0.05204	0.03386	0.07633999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0069	0.0242	0.000420956	0.0	0.0	0.00491318	0.0095	0.01474	0.0	0.0	0.0	0.0	0.0	0.0	0.001784606	0.0	0.0	0.0	0.02012	0.03706	0.0	0.0	0.0	0.0	0.0	0.0020054	0.0	0.0	0.0	0.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus	1.3163	7.23599287	0.0	6.833709255	28.59324	31.0752	0.14744000000000002	0.0	23.4203	12.865	1.50778	13.81448	40.01195	7.769209999999998	3.11408	1.03162	0.0	16.991120000000002	0.0	11.379010000000001	1.17278	44.1942	11.6342	2.53386	14.729349999999998	11.96868	0.09251	0.0	0.0	33.592	10.44501	8.705729999999999	14.28783543	12.67694	7.94195	6.28334	19.77718587	14.734920000000002	3.31124	6.817381299999999	5.6900900000000005	15.07417	25.02028	0.16296	10.11525	0.0	5.56499	0.0	6.531216861999999	3.51862	0.0	0.8002400000000001	15.12902	2.5804	14.31759	9.83733	0.0	0.0	0.9643	8.898934531999998	3.44409	28.2384	0.0	0.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Sporobacter	0.0	2.49004	0.0	0.033519400000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.085764	0.0	0.0	0.0	1.538598	0.0	0.0	1.881746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10261480000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.78354	0.0	0.0	0.0	0.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Subdoligranulum	8.32894	0.0	4.17893	0.0	4.28249	7.0057800000000015	0.02301	28.9051	2.2025400000000004	15.0961	1.4822	0.9783	4.99367	18.073	60.0032	5.9889800000000015	12.5218	5.4114	7.799810000000001	14.5348	3.94301	5.782019999999999	2.02052	3.76183	1.78693	5.18932	7.02624	3.84638	8.02943	13.2772	5.5664099999999985	4.58597	0.0	6.63841	5.89145	9.77271	0.0	6.18875	14.723	0.0	39.28168	1.7866799999999998	1.2435900000000002	15.4547	11.0733	9.24466	6.38708	1.29046	0.0	4.94934	1.63512	5.26924	1.4499799999999998	3.80995	21.8297	9.12197	0.92153	4.0082	4.6262300000000005	0.0	12.3153	16.7267	4.44835	0.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Symbiobacteriaceae;g__Symbiobacterium	0.0	0.0	0.0	0.000446926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Syntrophomonadaceae;g__Syntrophomonas	0.0	0.00983235	0.0	0.0017877020000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000721918	0.0	0.0	0.0	0.000420956	0.0	0.0	0.007018821999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008923039999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002673862	0.0	0.0	0.0	0.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Halanaerobiales;f__Halanaerobiaceae;g__Halothermothrix	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Halanaerobiales;f__Halobacteroidaceae;g__Selenihalanaerobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000721918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Halanaerobiales;f__Halobacteroidaceae;g__Sporohalobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Natranaerobiales;f__Natranaerobiaceae;g__Natranaerobius	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007018819999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Caldanaerobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006684639999999999	0.0	0.0	0.0	0.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Caldanaerobius	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Moorella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000721918	0.0	0.0	0.0	0.0	0.0	0.0	0.0014037639999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013369289999999995	0.0	0.0	0.0	0.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Thermacetogenium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000420956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Thermoanaerobacter	0.0	0.001229044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014037639999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006684639999999999	0.0	0.0	0.0	0.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacterales Family III. Incertae Sedis;g__Caldicellulosiruptor	0.0	0.00245808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000721918	0.0	0.0	0.0	0.000420956	0.0	0.0	0.0007018819999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006684639999999999	0.0	0.0	0.0	0.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacterales Family III. Incertae Sedis;g__Thermoanaerobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000420956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacterales Family IV. Incertae Sedis;g__Mahella	0.0	0.00368714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001443834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00133693	0.0	0.0	0.0	0.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermodesulfobiaceae;g__Thermodesulfobium	0.0	0.0	0.0	0.00089385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Thermosediminibacterales;f__Tepidanaerobacteraceae;g__Tepidanaerobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sk__Bacteria;p__Firmicutes;c__Clostridia;o__Thermosediminibacterales;f__Thermosediminibacteraceae;g__Thermosediminibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007018819999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00133693	0.0	0.0	0.0	0.0
sk__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__	0.0	0.0	0.6620699999999999	0.0	0.00359	0.0	0.0	0.0	0.42746000000000006	0.02112	0.13804	0.08371	0.009609999999999999	0.00443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01841	0.0	0.0	0.00097	0.007759999999999999	0.01012	0.0	0.0	0.0	0.05151	0.0	0.0	0.0	0.008579999999999999	0.00206	0.0	0.0	0.0	0.0	0.0	0.0	0.02715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00855	0.01646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sk__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Absiella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000721918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sk__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000721918	0.0	0.0	0.0	0.0	0.0	0.0	0.0014037639999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00133693	0.0	0.0	0.0	0.0
sk__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Amedibacillus	0.0	0.0	0.0	0.0	0.0061600000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sk__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00216576	0.0	0.0	0.0	0.00378862	0.0	0.0	0.0245658	0.0	0.0	0.0020800000000000003	0.0	0.0	0.0	0.0	0.0	0.0008923039999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020054	0.0	0.0	0.0	0.0
sk__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3123200000000002	0.0	2.12646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31718	0.0	0.0	0.0	0.9433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67406	0.0	0.0	8.8857	0.0	1.61324	0.0	0.0	6.3864800000000015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sk__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus	0.0	0.013519499999999999	1.33538	0.0531842	0.0	0.0	0.0	0.34076	0.37332	3.7226	0.005379999999999999	0.13135	0.0	0.00936	0.0	0.0	0.0	0.13522	0.0	0.0	0.0	2.0737650000000003	0.0	0.0	0.01524	0.00521	0.0	0.23632	0.0	0.0	0.029960000000000007	0.0	0.00288766	0.0	0.16004000000000002	0.01829	0.00463052	0.0	0.0	0.0266716	0.0	0.01913	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03338	0.0	0.0	0.0	0.0	0.0	0.0	0.00802158	0.0	0.0	0.0	0.0
sk__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Eggerthia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sk__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium	0.0	0.17329538	0.74005	0.3365349200000001	0.0	0.0	0.0	0.0	0.07701000000000001	0.01778	0.00175	0.14051000000000002	0.0	0.0	0.0	0.0	0.0	0.01656	0.0	0.0	0.0	0.0	0.0	0.0	0.00997	0.0	0.0	0.09146	0.0	0.0	0.01143	0.0	2.2899214260000003	0.0	0.00194	0.0	0.106081191	0.0	0.0	0.35023968200000005	0.0	0.0	0.00042	0.0	0.0	0.0	0.0	0.0	0.092799603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08489502	0.0	0.0	0.0	0.0
sk__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelothrix	0.0	0.001229044	0.0	0.000446926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001443834	0.0	0.0	0.0	0.00126287	0.0	0.0	0.0014037639999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00133693	0.0	0.0	0.0	0.0
sk__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000721918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01738008	0.0	0.0	0.0	0.0
sk__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalitalea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03511	0.0	0.0	0.05665	0.0	0.0	0.0	2.61093	0.0	0.0	0.0	0.0	0.01601	2.70439	0.0	5.51748	0.6613399999999999	3.72259	0.0	0.0	0.0	0.11647	0.0	0.000721918	0.0	2.75786	0.0	0.00126287	0.0	0.0	0.218988	0.18394	5.5753900000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0231998	0.0	0.0	0.0	6.20827	0.0	0.0	0.0	0.0	0.0	0.0	0.29613	0.0	0.0	12.9838	0.0
