,superkingdom,phylum,class,order,family,genus
4164,sk__Eukaryota,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Chromadorea,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Rhabditida,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Cephalobidae,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Cephalobidae;g__Acrobeloides
4165,sk__Eukaryota,sk__Eukaryota;p__Streptophyta,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Celastrales,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Celastrales;f__Celastraceae,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Celastrales;f__Celastraceae;g__
4166,sk__Eukaryota,sk__Eukaryota;p__Streptophyta,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asparagales,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asparagales;f__Amaryllidaceae,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asparagales;f__Amaryllidaceae;g__
4167,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Parascardovia
4168,sk__Bacteria,sk__Bacteria;p__Bacteroidetes,sk__Bacteria;p__Bacteroidetes;c__Cytophagia,sk__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales,sk__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae,sk__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae;g__Fontibacter
4169,sk__Bacteria,sk__Bacteria;p__Bacteroidetes,sk__Bacteria;p__Bacteroidetes;c__Cytophagia,sk__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales,sk__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae,sk__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae;g__Lunatimonas
4170,sk__Bacteria,sk__Bacteria;p__Candidatus Hydrogenedentes,sk__Bacteria;p__Candidatus Hydrogenedentes;c__,sk__Bacteria;p__Candidatus Hydrogenedentes;c__;o__,sk__Bacteria;p__Candidatus Hydrogenedentes;c__;o__;f__,sk__Bacteria;p__Candidatus Hydrogenedentes;c__;o__;f__;g__Candidatus Hydrogenedens
4171,sk__Eukaryota,sk__Eukaryota;p__Ascomycota,sk__Eukaryota;p__Ascomycota;c__Saccharomycetes,sk__Eukaryota;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales,sk__Eukaryota;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae,sk__Eukaryota;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Kluyveromyces
4172,sk__Eukaryota,sk__Eukaryota;p__Basidiomycota,sk__Eukaryota;p__Basidiomycota;c__Wallemiomycetes,sk__Eukaryota;p__Basidiomycota;c__Wallemiomycetes;o__Wallemiales,sk__Eukaryota;p__Basidiomycota;c__Wallemiomycetes;o__Wallemiales;f__,sk__Eukaryota;p__Basidiomycota;c__Wallemiomycetes;o__Wallemiales;f__;g__
4173,sk__Eukaryota,sk__Eukaryota;p__Cercozoa,sk__Eukaryota;p__Cercozoa;c__,sk__Eukaryota;p__Cercozoa;c__;o__Cercomonadida,sk__Eukaryota;p__Cercozoa;c__;o__Cercomonadida;f__Sainouridae,sk__Eukaryota;p__Cercozoa;c__;o__Cercomonadida;f__Sainouridae;g__Cholamonas
4174,sk__Eukaryota,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Insecta,sk__Eukaryota;p__Arthropoda;c__Insecta;o__Diptera,sk__Eukaryota;p__Arthropoda;c__Insecta;o__Diptera;f__Phoridae,sk__Eukaryota;p__Arthropoda;c__Insecta;o__Diptera;f__Phoridae;g__
4175,sk__Eukaryota,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Insecta,sk__Eukaryota;p__Arthropoda;c__Insecta;o__Diptera,sk__Eukaryota;p__Arthropoda;c__Insecta;o__Diptera;f__Psychodidae,sk__Eukaryota;p__Arthropoda;c__Insecta;o__Diptera;f__Psychodidae;g__Psychoda
4176,sk__Eukaryota,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Chromadorea,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Rhabditida,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Rhabditidae,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Rhabditidae;g__Rhabditis
4177,sk__Eukaryota,sk__Eukaryota;p__Preaxostyla,sk__Eukaryota;p__Preaxostyla;c__,sk__Eukaryota;p__Preaxostyla;c__;o__Oxymonadida,sk__Eukaryota;p__Preaxostyla;c__;o__Oxymonadida;f__Saccinobaculidae,sk__Eukaryota;p__Preaxostyla;c__;o__Oxymonadida;f__Saccinobaculidae;g__
4178,sk__Eukaryota,sk__Eukaryota;p__Ascomycota,sk__Eukaryota;p__Ascomycota;c__Saccharomycetes,sk__Eukaryota;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales,sk__Eukaryota;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__,sk__Eukaryota;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__;g__Diutina
4179,sk__Eukaryota,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Chromadorea,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Monhysterida,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Monhysterida;f__Monhysteridae,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Monhysterida;f__Monhysteridae;g__
4180,sk__Eukaryota,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Chromadorea,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Monhysterida,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Monhysterida;f__Monhysteridae,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Monhysterida;f__Monhysteridae;g__Diplolaimelloides
4181,sk__Eukaryota,sk__Eukaryota;p__Streptophyta,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Santalales,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Santalales;f__,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Santalales;f__;g__
4182,sk__Bacteria,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Erysipelotrichia,sk__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales,sk__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae,sk__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Eggerthia
4183,sk__Eukaryota,sk__Eukaryota;p__Tubulinea,sk__Eukaryota;p__Tubulinea;c__Elardia,sk__Eukaryota;p__Tubulinea;c__Elardia;o__Euamoebida,sk__Eukaryota;p__Tubulinea;c__Elardia;o__Euamoebida;f__Hartmannellidae,sk__Eukaryota;p__Tubulinea;c__Elardia;o__Euamoebida;f__Hartmannellidae;g__Ptolemeba
4184,sk__Eukaryota,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Oomycota,sk__Eukaryota;p__;c__Oomycota;o__Pythiales,sk__Eukaryota;p__;c__Oomycota;o__Pythiales;f__,sk__Eukaryota;p__;c__Oomycota;o__Pythiales;f__;g__
4185,sk__Eukaryota,sk__Eukaryota;p__Bacillariophyta,sk__Eukaryota;p__Bacillariophyta;c__Coscinodiscophyceae,sk__Eukaryota;p__Bacillariophyta;c__Coscinodiscophyceae;o__Thalassiosirales,sk__Eukaryota;p__Bacillariophyta;c__Coscinodiscophyceae;o__Thalassiosirales;f__Thalassiosiraceae,sk__Eukaryota;p__Bacillariophyta;c__Coscinodiscophyceae;o__Thalassiosirales;f__Thalassiosiraceae;g__
4186,sk__Eukaryota,sk__Eukaryota;p__Streptophyta,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Caryophyllales,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Caryophyllales;f__Chenopodiaceae,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Caryophyllales;f__Chenopodiaceae;g__
4187,sk__Eukaryota,sk__Eukaryota;p__Ascomycota,sk__Eukaryota;p__Ascomycota;c__Saccharomycetes,sk__Eukaryota;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales,sk__Eukaryota;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Trichomonascaceae,sk__Eukaryota;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Trichomonascaceae;g__
4188,sk__Eukaryota,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Ostracoda,sk__Eukaryota;p__Arthropoda;c__Ostracoda;o__,sk__Eukaryota;p__Arthropoda;c__Ostracoda;o__;f__,sk__Eukaryota;p__Arthropoda;c__Ostracoda;o__;f__;g__
4189,sk__Eukaryota,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Ostracoda,sk__Eukaryota;p__Arthropoda;c__Ostracoda;o__Podocopida,sk__Eukaryota;p__Arthropoda;c__Ostracoda;o__Podocopida;f__,sk__Eukaryota;p__Arthropoda;c__Ostracoda;o__Podocopida;f__;g__
4190,sk__Eukaryota,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Ostracoda,sk__Eukaryota;p__Arthropoda;c__Ostracoda;o__Podocopida,sk__Eukaryota;p__Arthropoda;c__Ostracoda;o__Podocopida;f__Cyprididae,sk__Eukaryota;p__Arthropoda;c__Ostracoda;o__Podocopida;f__Cyprididae;g__
4191,sk__Eukaryota,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Ostracoda,sk__Eukaryota;p__Arthropoda;c__Ostracoda;o__Podocopida,sk__Eukaryota;p__Arthropoda;c__Ostracoda;o__Podocopida;f__Cyprididae,sk__Eukaryota;p__Arthropoda;c__Ostracoda;o__Podocopida;f__Cyprididae;g__Cypridopsis
4192,sk__Eukaryota,sk__Eukaryota;p__Streptophyta,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Brassicales,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Brassicales;f__Brassicaceae,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Brassicales;f__Brassicaceae;g__
4193,sk__Eukaryota,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Hyphochytriomycetes,sk__Eukaryota;p__;c__Hyphochytriomycetes;o__,sk__Eukaryota;p__;c__Hyphochytriomycetes;o__;f__Rhizidiomycetaceae,sk__Eukaryota;p__;c__Hyphochytriomycetes;o__;f__Rhizidiomycetaceae;g__
4194,sk__Eukaryota,sk__Eukaryota;p__Ciliophora,sk__Eukaryota;p__Ciliophora;c__Oligohymenophorea,sk__Eukaryota;p__Ciliophora;c__Oligohymenophorea;o__Sessilida,sk__Eukaryota;p__Ciliophora;c__Oligohymenophorea;o__Sessilida;f__Operculariidae,sk__Eukaryota;p__Ciliophora;c__Oligohymenophorea;o__Sessilida;f__Operculariidae;g__Opercularia
4195,sk__Eukaryota,sk__Eukaryota;p__Streptophyta,sk__Eukaryota;p__Streptophyta;c__Lycopodiopsida,sk__Eukaryota;p__Streptophyta;c__Lycopodiopsida;o__Selaginellales,sk__Eukaryota;p__Streptophyta;c__Lycopodiopsida;o__Selaginellales;f__,sk__Eukaryota;p__Streptophyta;c__Lycopodiopsida;o__Selaginellales;f__;g__
4196,sk__Archaea,sk__Archaea;p__Euryarchaeota,sk__Archaea;p__Euryarchaeota;c__Halobacteria,sk__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales,sk__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Halorubraceae,sk__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Halorubraceae;g__
4197,sk__Archaea,sk__Archaea;p__Euryarchaeota,sk__Archaea;p__Euryarchaeota;c__Halobacteria,sk__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales,sk__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae,sk__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Haloterrigena
4198,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Coriobacteriia,sk__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales,sk__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae,sk__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Cryptobacterium
4199,sk__Eukaryota,sk__Eukaryota;p__Ascomycota,sk__Eukaryota;p__Ascomycota;c__Saccharomycetes,sk__Eukaryota;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales,sk__Eukaryota;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycodaceae,sk__Eukaryota;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycodaceae;g__
4200,sk__Eukaryota,sk__Eukaryota;p__Chytridiomycota,sk__Eukaryota;p__Chytridiomycota;c__Chytridiomycetes,sk__Eukaryota;p__Chytridiomycota;c__Chytridiomycetes;o__Cladochytriales,sk__Eukaryota;p__Chytridiomycota;c__Chytridiomycetes;o__Cladochytriales;f__Nowakowskiellaceae,sk__Eukaryota;p__Chytridiomycota;c__Chytridiomycetes;o__Cladochytriales;f__Nowakowskiellaceae;g__
4201,sk__Eukaryota,sk__Eukaryota;p__Chytridiomycota,sk__Eukaryota;p__Chytridiomycota;c__Chytridiomycetes,sk__Eukaryota;p__Chytridiomycota;c__Chytridiomycetes;o__Cladochytriales,sk__Eukaryota;p__Chytridiomycota;c__Chytridiomycetes;o__Cladochytriales;f__Nowakowskiellaceae,sk__Eukaryota;p__Chytridiomycota;c__Chytridiomycetes;o__Cladochytriales;f__Nowakowskiellaceae;g__Nowakowskiella
4202,sk__Eukaryota,sk__Eukaryota;p__Mucoromycota,sk__Eukaryota;p__Mucoromycota;c__Mucoromycetes,sk__Eukaryota;p__Mucoromycota;c__Mucoromycetes;o__Mucorales,sk__Eukaryota;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Rhizopodaceae,sk__Eukaryota;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Rhizopodaceae;g__Rhizopus
4203,sk__Eukaryota,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Arachnida,sk__Eukaryota;p__Arthropoda;c__Arachnida;o__Sarcoptiformes,sk__Eukaryota;p__Arthropoda;c__Arachnida;o__Sarcoptiformes;f__Acaridae,sk__Eukaryota;p__Arthropoda;c__Arachnida;o__Sarcoptiformes;f__Acaridae;g__
4204,sk__Eukaryota,sk__Eukaryota;p__Streptophyta,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Brassicales,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Brassicales;f__Brassicaceae,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Brassicales;f__Brassicaceae;g__Camelina
4205,sk__Eukaryota,sk__Eukaryota;p__Streptophyta,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Celastrales,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Celastrales;f__,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Celastrales;f__;g__
4206,sk__Eukaryota,sk__Eukaryota;p__Streptophyta,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Solanales,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Solanales;f__Solanaceae,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Solanales;f__Solanaceae;g__
4207,sk__Bacteria,sk__Bacteria;p__Firmicutes,sk__Bacteria;p__Firmicutes;c__Bacilli,sk__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales,sk__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae,sk__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Allofustis
4208,sk__Bacteria,sk__Bacteria;p__Proteobacteria,sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria,sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales,sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae,sk__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Candidatus Magnetomorum
4209,sk__Eukaryota,sk__Eukaryota;p__Evosea,sk__Eukaryota;p__Evosea;c__Variosea,sk__Eukaryota;p__Evosea;c__Variosea;o__,sk__Eukaryota;p__Evosea;c__Variosea;o__;f__Flamellidae,sk__Eukaryota;p__Evosea;c__Variosea;o__;f__Flamellidae;g__Flamella
4210,sk__Eukaryota,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Eustigmatophyceae,sk__Eukaryota;p__;c__Eustigmatophyceae;o__Eustigmatales,sk__Eukaryota;p__;c__Eustigmatophyceae;o__Eustigmatales;f__,sk__Eukaryota;p__;c__Eustigmatophyceae;o__Eustigmatales;f__;g__
4211,sk__Eukaryota,sk__Eukaryota;p__Mucoromycota,sk__Eukaryota;p__Mucoromycota;c__Mucoromycetes,sk__Eukaryota;p__Mucoromycota;c__Mucoromycetes;o__Mucorales,sk__Eukaryota;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Mucoraceae,sk__Eukaryota;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Mucoraceae;g__
4212,sk__Eukaryota,sk__Eukaryota;p__Nematoda,sk__Eukaryota;p__Nematoda;c__Chromadorea,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Rhabditida,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Strongyloididae,sk__Eukaryota;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Strongyloididae;g__
4213,sk__Eukaryota,sk__Eukaryota;p__Platyhelminthes,sk__Eukaryota;p__Platyhelminthes;c__Trematoda,sk__Eukaryota;p__Platyhelminthes;c__Trematoda;o__,sk__Eukaryota;p__Platyhelminthes;c__Trematoda;o__;f__,sk__Eukaryota;p__Platyhelminthes;c__Trematoda;o__;f__;g__
4214,sk__Eukaryota,sk__Eukaryota;p__Platyhelminthes,sk__Eukaryota;p__Platyhelminthes;c__Trematoda,sk__Eukaryota;p__Platyhelminthes;c__Trematoda;o__Opisthorchiida,sk__Eukaryota;p__Platyhelminthes;c__Trematoda;o__Opisthorchiida;f__,sk__Eukaryota;p__Platyhelminthes;c__Trematoda;o__Opisthorchiida;f__;g__
4215,sk__Eukaryota,sk__Eukaryota;p__Chlorophyta,sk__Eukaryota;p__Chlorophyta;c__Chlorophyceae,sk__Eukaryota;p__Chlorophyta;c__Chlorophyceae;o__Sphaeropleales,sk__Eukaryota;p__Chlorophyta;c__Chlorophyceae;o__Sphaeropleales;f__Selenastraceae,sk__Eukaryota;p__Chlorophyta;c__Chlorophyceae;o__Sphaeropleales;f__Selenastraceae;g__
4216,sk__Eukaryota,sk__Eukaryota;p__Streptophyta,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Arecales,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Arecales;f__Arecaceae,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Arecales;f__Arecaceae;g__Borassus
4217,sk__Eukaryota,sk__Eukaryota;p__Tubulinea,sk__Eukaryota;p__Tubulinea;c__Elardia,sk__Eukaryota;p__Tubulinea;c__Elardia;o__Euamoebida,sk__Eukaryota;p__Tubulinea;c__Elardia;o__Euamoebida;f__Amoebidae,sk__Eukaryota;p__Tubulinea;c__Elardia;o__Euamoebida;f__Amoebidae;g__
4218,sk__Eukaryota,sk__Eukaryota;p__Tubulinea,sk__Eukaryota;p__Tubulinea;c__Elardia,sk__Eukaryota;p__Tubulinea;c__Elardia;o__Euamoebida,sk__Eukaryota;p__Tubulinea;c__Elardia;o__Euamoebida;f__Hartmannellidae,sk__Eukaryota;p__Tubulinea;c__Elardia;o__Euamoebida;f__Hartmannellidae;g__Hartmannella
4219,sk__Eukaryota,sk__Eukaryota;p__Tubulinea,sk__Eukaryota;p__Tubulinea;c__Elardia,sk__Eukaryota;p__Tubulinea;c__Elardia;o__Arcellinida,sk__Eukaryota;p__Tubulinea;c__Elardia;o__Arcellinida;f__Arcellidae,sk__Eukaryota;p__Tubulinea;c__Elardia;o__Arcellinida;f__Arcellidae;g__
4220,sk__Eukaryota,sk__Eukaryota;p__Cercozoa,sk__Eukaryota;p__Cercozoa;c__,sk__Eukaryota;p__Cercozoa;c__;o__Glissomonadida,sk__Eukaryota;p__Cercozoa;c__;o__Glissomonadida;f__Allapsidae,sk__Eukaryota;p__Cercozoa;c__;o__Glissomonadida;f__Allapsidae;g__Allantion
4221,sk__Eukaryota,sk__Eukaryota;p__Euglenozoa,sk__Eukaryota;p__Euglenozoa;c__Kinetoplastea,sk__Eukaryota;p__Euglenozoa;c__Kinetoplastea;o__Parabodonida,sk__Eukaryota;p__Euglenozoa;c__Kinetoplastea;o__Parabodonida;f__,sk__Eukaryota;p__Euglenozoa;c__Kinetoplastea;o__Parabodonida;f__;g__Procryptobia
4222,sk__Eukaryota,sk__Eukaryota;p__Ciliophora,sk__Eukaryota;p__Ciliophora;c__Oligohymenophorea,sk__Eukaryota;p__Ciliophora;c__Oligohymenophorea;o__Philasterida,sk__Eukaryota;p__Ciliophora;c__Oligohymenophorea;o__Philasterida;f__Pseudocohnilembidae,sk__Eukaryota;p__Ciliophora;c__Oligohymenophorea;o__Philasterida;f__Pseudocohnilembidae;g__
4223,sk__Eukaryota,sk__Eukaryota;p__Ciliophora,sk__Eukaryota;p__Ciliophora;c__Oligohymenophorea,sk__Eukaryota;p__Ciliophora;c__Oligohymenophorea;o__Philasterida,sk__Eukaryota;p__Ciliophora;c__Oligohymenophorea;o__Philasterida;f__Pseudocohnilembidae,sk__Eukaryota;p__Ciliophora;c__Oligohymenophorea;o__Philasterida;f__Pseudocohnilembidae;g__Pseudocohnilembus
4224,sk__Eukaryota,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Synurophyceae,sk__Eukaryota;p__;c__Synurophyceae;o__Ochromonadales,sk__Eukaryota;p__;c__Synurophyceae;o__Ochromonadales;f__Ochromonadaceae,sk__Eukaryota;p__;c__Synurophyceae;o__Ochromonadales;f__Ochromonadaceae;g__
4225,sk__Eukaryota,sk__Eukaryota;p__Ascomycota,sk__Eukaryota;p__Ascomycota;c__Pneumocystidomycetes,sk__Eukaryota;p__Ascomycota;c__Pneumocystidomycetes;o__Pneumocystidales,sk__Eukaryota;p__Ascomycota;c__Pneumocystidomycetes;o__Pneumocystidales;f__,sk__Eukaryota;p__Ascomycota;c__Pneumocystidomycetes;o__Pneumocystidales;f__;g__
4226,sk__Eukaryota,sk__Eukaryota;p__Ascomycota,sk__Eukaryota;p__Ascomycota;c__Saccharomycetes,sk__Eukaryota;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales,sk__Eukaryota;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Metschnikowiaceae,sk__Eukaryota;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Metschnikowiaceae;g__Kodamaea
4227,sk__Eukaryota,sk__Eukaryota;p__Ascomycota,sk__Eukaryota;p__Ascomycota;c__Taphrinomycetes,sk__Eukaryota;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales,sk__Eukaryota;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;f__Taphrinaceae,sk__Eukaryota;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;f__Taphrinaceae;g__Taphrina
4228,sk__Eukaryota,sk__Eukaryota;p__Chytridiomycota,sk__Eukaryota;p__Chytridiomycota;c__Chytridiomycetes,sk__Eukaryota;p__Chytridiomycota;c__Chytridiomycetes;o__Rhizophlyctidales,sk__Eukaryota;p__Chytridiomycota;c__Chytridiomycetes;o__Rhizophlyctidales;f__Rhizophlyctidaceae,sk__Eukaryota;p__Chytridiomycota;c__Chytridiomycetes;o__Rhizophlyctidales;f__Rhizophlyctidaceae;g__Rhizophlyctis
4229,sk__Eukaryota,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Insecta,sk__Eukaryota;p__Arthropoda;c__Insecta;o__Coleoptera,sk__Eukaryota;p__Arthropoda;c__Insecta;o__Coleoptera;f__Scarabaeidae,sk__Eukaryota;p__Arthropoda;c__Insecta;o__Coleoptera;f__Scarabaeidae;g__
4230,sk__Eukaryota,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Insecta,sk__Eukaryota;p__Arthropoda;c__Insecta;o__Lepidoptera,sk__Eukaryota;p__Arthropoda;c__Insecta;o__Lepidoptera;f__,sk__Eukaryota;p__Arthropoda;c__Insecta;o__Lepidoptera;f__;g__
4231,sk__Eukaryota,sk__Eukaryota;p__Mollusca,sk__Eukaryota;p__Mollusca;c__Cephalopoda,sk__Eukaryota;p__Mollusca;c__Cephalopoda;o__,sk__Eukaryota;p__Mollusca;c__Cephalopoda;o__;f__,sk__Eukaryota;p__Mollusca;c__Cephalopoda;o__;f__;g__
4232,sk__Eukaryota,sk__Eukaryota;p__Platyhelminthes,sk__Eukaryota;p__Platyhelminthes;c__Cestoda,sk__Eukaryota;p__Platyhelminthes;c__Cestoda;o__Cyclophyllidea,sk__Eukaryota;p__Platyhelminthes;c__Cestoda;o__Cyclophyllidea;f__Taeniidae,sk__Eukaryota;p__Platyhelminthes;c__Cestoda;o__Cyclophyllidea;f__Taeniidae;g__Echinococcus
4233,sk__Eukaryota,sk__Eukaryota;p__Porifera,sk__Eukaryota;p__Porifera;c__Homoscleromorpha,sk__Eukaryota;p__Porifera;c__Homoscleromorpha;o__Homosclerophorida,sk__Eukaryota;p__Porifera;c__Homoscleromorpha;o__Homosclerophorida;f__Plakinidae,sk__Eukaryota;p__Porifera;c__Homoscleromorpha;o__Homosclerophorida;f__Plakinidae;g__
