,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,F-max,ROC-AUC,PR-AUC
492,0.9809,0.9126,0.9768,0.9126,0.0232,0.9126,0.9674,0.9378,0.9405,0.9923,0.9618
493,0.9809,0.9122,0.9769,0.9122,0.0231,0.9122,0.9675,0.9377,0.9405,0.9923,0.9618
494,0.9809,0.9121,0.9769,0.9121,0.0231,0.9121,0.9675,0.9376,0.9405,0.9923,0.9618
495,0.9809,0.9121,0.977,0.9121,0.023,0.9121,0.9679,0.9378,0.9405,0.9923,0.9618
496,0.9808,0.912,0.9771,0.912,0.0229,0.912,0.9683,0.9379,0.9405,0.9923,0.9618
497,0.9808,0.9119,0.9771,0.9119,0.0229,0.9119,0.9683,0.9379,0.9405,0.9923,0.9618
498,0.9808,0.9116,0.9772,0.9116,0.0228,0.9116,0.9684,0.9377,0.9405,0.9923,0.9618
499,0.9809,0.9115,0.9773,0.9115,0.0227,0.9115,0.9685,0.9377,0.9405,0.9923,0.9618
500,0.9809,0.9114,0.9774,0.9114,0.0226,0.9114,0.9685,0.9377,0.9405,0.9923,0.9618
501,0.9809,0.9114,0.9774,0.9114,0.0226,0.9114,0.9685,0.9377,0.9405,0.9923,0.9618
502,0.9809,0.9113,0.9775,0.9113,0.0225,0.9113,0.9686,0.9377,0.9405,0.9923,0.9618
503,0.9809,0.911,0.9775,0.911,0.0225,0.911,0.969,0.9377,0.9405,0.9923,0.9618
504,0.9809,0.9104,0.9776,0.9104,0.0224,0.9104,0.969,0.9374,0.9405,0.9923,0.9618
505,0.9808,0.9103,0.9777,0.9103,0.0223,0.9103,0.969,0.9373,0.9405,0.9923,0.9618
506,0.9808,0.9102,0.9777,0.9102,0.0223,0.9102,0.9691,0.9373,0.9405,0.9923,0.9618
507,0.9809,0.9099,0.9779,0.9099,0.0221,0.9099,0.9692,0.9372,0.9405,0.9923,0.9618
508,0.9809,0.9098,0.978,0.9098,0.022,0.9098,0.9693,0.9372,0.9405,0.9923,0.9618
509,0.9809,0.9092,0.978,0.9092,0.022,0.9092,0.9694,0.9368,0.9405,0.9923,0.9618
510,0.9809,0.9092,0.9781,0.9092,0.0219,0.9092,0.9694,0.9369,0.9405,0.9923,0.9618
511,0.9809,0.9091,0.9782,0.9091,0.0218,0.9091,0.9695,0.9369,0.9405,0.9923,0.9618
512,0.9809,0.9088,0.9782,0.9088,0.0218,0.9088,0.9696,0.9367,0.9405,0.9923,0.9618
513,0.9808,0.9087,0.9783,0.9087,0.0217,0.9087,0.9696,0.9367,0.9405,0.9923,0.9618
514,0.9808,0.9083,0.9783,0.9083,0.0217,0.9083,0.9696,0.9365,0.9405,0.9923,0.9618
515,0.9808,0.9083,0.9784,0.9083,0.0216,0.9083,0.9697,0.9365,0.9405,0.9923,0.9618
516,0.9808,0.9082,0.9785,0.9082,0.0215,0.9082,0.9698,0.9365,0.9405,0.9923,0.9618
517,0.9808,0.9079,0.9786,0.9079,0.0214,0.9079,0.9698,0.9363,0.9405,0.9923,0.9618
518,0.9808,0.9075,0.9786,0.9075,0.0214,0.9075,0.9699,0.9361,0.9405,0.9923,0.9618
519,0.9808,0.9072,0.9786,0.9072,0.0214,0.9072,0.9699,0.936,0.9405,0.9923,0.9618
520,0.9808,0.9071,0.9787,0.9071,0.0213,0.9071,0.9699,0.936,0.9405,0.9923,0.9618
521,0.9808,0.907,0.9788,0.907,0.0212,0.907,0.97,0.9359,0.9405,0.9923,0.9618
522,0.9807,0.9069,0.9788,0.9069,0.0212,0.9069,0.97,0.9359,0.9405,0.9923,0.9618
523,0.9807,0.9068,0.9789,0.9068,0.0211,0.9068,0.9701,0.9359,0.9405,0.9923,0.9618
524,0.9808,0.9065,0.9789,0.9065,0.0211,0.9065,0.9702,0.9357,0.9405,0.9923,0.9618
525,0.9807,0.9064,0.979,0.9064,0.021,0.9064,0.9702,0.9357,0.9405,0.9923,0.9618
526,0.9808,0.9063,0.9791,0.9063,0.0209,0.9063,0.9706,0.9358,0.9405,0.9923,0.9618
527,0.9808,0.9063,0.9792,0.9063,0.0208,0.9063,0.9709,0.9359,0.9405,0.9923,0.9618
528,0.9807,0.906,0.9792,0.906,0.0208,0.906,0.971,0.9358,0.9405,0.9923,0.9618
529,0.9807,0.9059,0.9792,0.9059,0.0208,0.9059,0.9713,0.9359,0.9405,0.9923,0.9618
530,0.9807,0.9059,0.9793,0.9059,0.0207,0.9059,0.9717,0.936,0.9405,0.9923,0.9618
531,0.9807,0.9058,0.9794,0.9058,0.0206,0.9058,0.9717,0.936,0.9405,0.9923,0.9618
532,0.9808,0.9057,0.9794,0.9057,0.0206,0.9057,0.9718,0.936,0.9405,0.9923,0.9618
533,0.9808,0.9057,0.9795,0.9057,0.0205,0.9057,0.9718,0.936,0.9405,0.9923,0.9618
534,0.9807,0.9056,0.9796,0.9056,0.0204,0.9056,0.9722,0.9361,0.9405,0.9923,0.9618
535,0.9807,0.9053,0.9797,0.9053,0.0203,0.9053,0.9723,0.936,0.9405,0.9923,0.9618
536,0.9807,0.9052,0.9797,0.9052,0.0203,0.9052,0.9726,0.9361,0.9405,0.9923,0.9618
537,0.9808,0.9049,0.9798,0.9049,0.0202,0.9049,0.9726,0.9359,0.9405,0.9923,0.9618
538,0.9808,0.9046,0.9799,0.9046,0.0201,0.9046,0.9727,0.9358,0.9405,0.9923,0.9618
539,0.9807,0.9042,0.98,0.9042,0.02,0.9042,0.9727,0.9356,0.9405,0.9923,0.9618
540,0.9807,0.9039,0.9801,0.9039,0.0199,0.9039,0.9728,0.9354,0.9405,0.9923,0.9618
541,0.9807,0.9029,0.9801,0.9029,0.0199,0.9029,0.9728,0.9349,0.9405,0.9923,0.9618
542,0.9807,0.9029,0.9802,0.9029,0.0198,0.9029,0.9729,0.9349,0.9405,0.9923,0.9618
543,0.9807,0.9028,0.9803,0.9028,0.0197,0.9028,0.973,0.9349,0.9405,0.9923,0.9618
544,0.9807,0.9028,0.9804,0.9028,0.0196,0.9028,0.973,0.9349,0.9405,0.9923,0.9618
545,0.9807,0.9027,0.9805,0.9027,0.0195,0.9027,0.9731,0.9348,0.9405,0.9923,0.9618
546,0.9807,0.9018,0.9806,0.9018,0.0194,0.9018,0.9732,0.9344,0.9405,0.9923,0.9618
547,0.9807,0.9018,0.9806,0.9018,0.0194,0.9018,0.9738,0.9347,0.9405,0.9923,0.9618
548,0.9807,0.9017,0.9807,0.9017,0.0193,0.9017,0.9739,0.9346,0.9405,0.9923,0.9618
549,0.9807,0.9016,0.9808,0.9016,0.0192,0.9016,0.9739,0.9346,0.9405,0.9923,0.9618
550,0.9807,0.9015,0.9808,0.9015,0.0192,0.9015,0.9742,0.9347,0.9405,0.9923,0.9618
551,0.9807,0.9015,0.9809,0.9015,0.0191,0.9015,0.9743,0.9347,0.9405,0.9923,0.9618
552,0.9807,0.9014,0.9809,0.9014,0.0191,0.9014,0.9743,0.9347,0.9405,0.9923,0.9618
553,0.9807,0.9011,0.981,0.9011,0.019,0.9011,0.9744,0.9345,0.9405,0.9923,0.9618
554,0.9806,0.901,0.981,0.901,0.019,0.901,0.9744,0.9345,0.9405,0.9923,0.9618
555,0.9807,0.9009,0.9811,0.9009,0.0189,0.9009,0.9745,0.9345,0.9405,0.9923,0.9618
556,0.9806,0.9006,0.9812,0.9006,0.0188,0.9006,0.9746,0.9343,0.9405,0.9923,0.9618
557,0.9806,0.9005,0.9813,0.9005,0.0187,0.9005,0.9749,0.9345,0.9405,0.9923,0.9618
558,0.9806,0.9004,0.9814,0.9004,0.0186,0.9004,0.975,0.9344,0.9405,0.9923,0.9618
559,0.9806,0.9003,0.9814,0.9003,0.0186,0.9003,0.975,0.9344,0.9405,0.9923,0.9618
560,0.9806,0.9003,0.9815,0.9003,0.0185,0.9003,0.9751,0.9344,0.9405,0.9923,0.9618
561,0.9806,0.9002,0.9816,0.9002,0.0184,0.9002,0.9752,0.9344,0.9405,0.9923,0.9618
562,0.9807,0.9002,0.9818,0.9002,0.0182,0.9002,0.9753,0.9344,0.9405,0.9923,0.9618
563,0.9807,0.8995,0.9819,0.8995,0.0181,0.8995,0.9754,0.9341,0.9405,0.9923,0.9618
564,0.9806,0.8991,0.982,0.8991,0.018,0.8991,0.9754,0.9339,0.9405,0.9923,0.9618
565,0.9806,0.899,0.982,0.899,0.018,0.899,0.9754,0.9339,0.9405,0.9923,0.9618
566,0.9806,0.8986,0.9821,0.8986,0.0179,0.8986,0.9755,0.9337,0.9405,0.9923,0.9618
567,0.9805,0.8985,0.9822,0.8985,0.0178,0.8985,0.9755,0.9336,0.9405,0.9923,0.9618
568,0.9805,0.8984,0.9822,0.8984,0.0178,0.8984,0.9756,0.9336,0.9405,0.9923,0.9618
569,0.9805,0.8983,0.9823,0.8983,0.0177,0.8983,0.9756,0.9336,0.9405,0.9923,0.9618
570,0.9805,0.8983,0.9824,0.8983,0.0176,0.8983,0.9757,0.9336,0.9405,0.9923,0.9618
571,0.9805,0.8975,0.9824,0.8975,0.0176,0.8975,0.9757,0.9331,0.9405,0.9923,0.9618
572,0.9804,0.8968,0.9824,0.8968,0.0176,0.8968,0.9757,0.9327,0.9405,0.9923,0.9618
573,0.9804,0.8967,0.9825,0.8967,0.0175,0.8967,0.9757,0.9327,0.9405,0.9923,0.9618
574,0.9804,0.8964,0.9826,0.8964,0.0174,0.8964,0.9758,0.9325,0.9405,0.9923,0.9618
575,0.9805,0.8964,0.9827,0.8964,0.0173,0.8964,0.9758,0.9325,0.9405,0.9923,0.9618
576,0.9804,0.896,0.9828,0.896,0.0172,0.896,0.9759,0.9323,0.9405,0.9923,0.9618
577,0.9804,0.8956,0.9828,0.8956,0.0172,0.8956,0.9762,0.9322,0.9405,0.9923,0.9618
578,0.9804,0.8953,0.9829,0.8953,0.0171,0.8953,0.9763,0.9321,0.9405,0.9923,0.9618
579,0.9804,0.8953,0.983,0.8953,0.017,0.8953,0.9766,0.9322,0.9405,0.9923,0.9618
580,0.9804,0.8952,0.983,0.8952,0.017,0.8952,0.9767,0.9322,0.9405,0.9923,0.9618
581,0.9804,0.8946,0.9831,0.8946,0.0169,0.8946,0.9767,0.9318,0.9405,0.9923,0.9618
582,0.9804,0.8942,0.9832,0.8942,0.0168,0.8942,0.9768,0.9317,0.9405,0.9923,0.9618
583,0.9804,0.8939,0.9833,0.8939,0.0167,0.8939,0.9771,0.9316,0.9405,0.9923,0.9618
584,0.9804,0.8939,0.9834,0.8939,0.0166,0.8939,0.9772,0.9316,0.9405,0.9923,0.9618
585,0.9804,0.8938,0.9835,0.8938,0.0165,0.8938,0.9773,0.9316,0.9405,0.9923,0.9618
586,0.9804,0.8937,0.9837,0.8937,0.0163,0.8937,0.9777,0.9318,0.9405,0.9923,0.9618
587,0.9804,0.8936,0.9839,0.8936,0.0161,0.8936,0.9778,0.9318,0.9405,0.9923,0.9618
588,0.9805,0.8929,0.9843,0.8929,0.0157,0.8929,0.978,0.9315,0.9405,0.9923,0.9618
589,0.9805,0.8929,0.9844,0.8929,0.0156,0.8929,0.9781,0.9315,0.9405,0.9923,0.9618
590,0.9804,0.8922,0.9845,0.8922,0.0155,0.8922,0.9781,0.9311,0.9405,0.9923,0.9618
591,0.9804,0.8921,0.9846,0.8921,0.0154,0.8921,0.9782,0.931,0.9405,0.9923,0.9618
592,0.9804,0.892,0.9847,0.892,0.0153,0.892,0.9782,0.931,0.9405,0.9923,0.9618
593,0.9804,0.8918,0.9848,0.8918,0.0152,0.8918,0.9784,0.931,0.9405,0.9923,0.9618
594,0.9804,0.8917,0.9849,0.8917,0.0151,0.8917,0.9784,0.931,0.9405,0.9923,0.9618
595,0.9803,0.8914,0.9851,0.8914,0.0149,0.8914,0.9785,0.9308,0.9405,0.9923,0.9618
596,0.9803,0.8913,0.9852,0.8913,0.0148,0.8913,0.9786,0.9308,0.9405,0.9923,0.9618
597,0.9803,0.8912,0.9852,0.8912,0.0148,0.8912,0.9786,0.9308,0.9405,0.9923,0.9618
598,0.9803,0.8909,0.9853,0.8909,0.0147,0.8909,0.9787,0.9306,0.9405,0.9923,0.9618
599,0.9803,0.8908,0.9854,0.8908,0.0146,0.8908,0.9788,0.9306,0.9405,0.9923,0.9618
600,0.9802,0.8904,0.9855,0.8904,0.0145,0.8904,0.9788,0.9304,0.9405,0.9923,0.9618
601,0.9802,0.8903,0.9855,0.8903,0.0145,0.8903,0.9789,0.9304,0.9405,0.9923,0.9618
602,0.9803,0.8902,0.9857,0.8902,0.0143,0.8902,0.979,0.9304,0.9405,0.9923,0.9618
603,0.9802,0.8899,0.9858,0.8899,0.0142,0.8899,0.979,0.9302,0.9405,0.9923,0.9618
604,0.9803,0.8895,0.9859,0.8895,0.0141,0.8895,0.9791,0.93,0.9405,0.9923,0.9618
605,0.9802,0.8893,0.9861,0.8893,0.0139,0.8893,0.9792,0.9299,0.9405,0.9923,0.9618
606,0.9801,0.8892,0.9861,0.8892,0.0139,0.8892,0.9795,0.93,0.9405,0.9923,0.9618
607,0.9802,0.8891,0.9863,0.8891,0.0137,0.8891,0.9796,0.93,0.9405,0.9923,0.9618
608,0.9802,0.888,0.9864,0.888,0.0136,0.888,0.9797,0.9294,0.9405,0.9923,0.9618
609,0.9802,0.8879,0.9866,0.8879,0.0134,0.8879,0.9798,0.9294,0.9405,0.9923,0.9618
610,0.9801,0.8878,0.9868,0.8878,0.0132,0.8878,0.9799,0.9294,0.9405,0.9923,0.9618
611,0.9801,0.8875,0.987,0.8875,0.013,0.8875,0.98,0.9293,0.9405,0.9923,0.9618
612,0.9801,0.8874,0.9871,0.8874,0.0129,0.8874,0.9801,0.9293,0.9405,0.9923,0.9618
613,0.9801,0.887,0.9872,0.887,0.0128,0.887,0.9805,0.9292,0.9405,0.9923,0.9618
614,0.98,0.8867,0.9873,0.8867,0.0127,0.8867,0.9805,0.929,0.9405,0.9923,0.9618
615,0.98,0.8863,0.9875,0.8863,0.0125,0.8863,0.9806,0.9288,0.9405,0.9923,0.9618
616,0.9799,0.8862,0.9876,0.8862,0.0124,0.8862,0.9807,0.9288,0.9405,0.9923,0.9618
617,0.98,0.8858,0.9878,0.8858,0.0122,0.8858,0.9808,0.9286,0.9405,0.9923,0.9618
618,0.9799,0.8857,0.9878,0.8857,0.0122,0.8857,0.9809,0.9286,0.9405,0.9923,0.9618
619,0.9799,0.8851,0.9879,0.8851,0.0121,0.8851,0.9809,0.9283,0.9405,0.9923,0.9618
620,0.98,0.8845,0.988,0.8845,0.012,0.8845,0.981,0.928,0.9405,0.9923,0.9618
621,0.9799,0.8841,0.9882,0.8841,0.0118,0.8841,0.981,0.9278,0.9405,0.9923,0.9618
622,0.9798,0.8839,0.9883,0.8839,0.0117,0.8839,0.9811,0.9277,0.9405,0.9923,0.9618
623,0.9798,0.8838,0.9884,0.8838,0.0116,0.8838,0.9811,0.9277,0.9405,0.9923,0.9618
624,0.9798,0.8837,0.9885,0.8837,0.0115,0.8837,0.9812,0.9276,0.9405,0.9923,0.9618
625,0.9798,0.8834,0.9885,0.8834,0.0115,0.8834,0.9813,0.9275,0.9405,0.9923,0.9618
626,0.9798,0.8833,0.9886,0.8833,0.0114,0.8833,0.9813,0.9275,0.9405,0.9923,0.9618
627,0.9798,0.8832,0.9887,0.8832,0.0113,0.8832,0.9814,0.9275,0.9405,0.9923,0.9618
628,0.9798,0.8832,0.9888,0.8832,0.0112,0.8832,0.9815,0.9275,0.9405,0.9923,0.9618
629,0.9797,0.8828,0.9888,0.8828,0.0112,0.8828,0.9816,0.9273,0.9405,0.9923,0.9618
630,0.9797,0.8827,0.9888,0.8827,0.0112,0.8827,0.9816,0.9272,0.9405,0.9923,0.9618
631,0.9797,0.8826,0.9889,0.8826,0.0111,0.8826,0.9816,0.9272,0.9405,0.9923,0.9618
632,0.9797,0.8822,0.9889,0.8822,0.0111,0.8822,0.9817,0.927,0.9405,0.9923,0.9618
633,0.9796,0.8821,0.989,0.8821,0.011,0.8821,0.9817,0.927,0.9405,0.9923,0.9618
634,0.9797,0.8818,0.989,0.8818,0.011,0.8818,0.9817,0.9268,0.9405,0.9923,0.9618
635,0.9796,0.8817,0.9891,0.8817,0.0109,0.8817,0.9818,0.9268,0.9405,0.9923,0.9618
636,0.9796,0.8816,0.9891,0.8816,0.0109,0.8816,0.9818,0.9267,0.9405,0.9923,0.9618
637,0.9796,0.8813,0.9892,0.8813,0.0108,0.8813,0.9819,0.9266,0.9405,0.9923,0.9618
638,0.9795,0.8812,0.9893,0.8812,0.0107,0.8812,0.9819,0.9265,0.9405,0.9923,0.9618
639,0.9795,0.881,0.9893,0.881,0.0107,0.881,0.9819,0.9264,0.9405,0.9923,0.9618
640,0.9795,0.881,0.9894,0.881,0.0106,0.881,0.982,0.9264,0.9405,0.9923,0.9618
641,0.9795,0.8806,0.9894,0.8806,0.0106,0.8806,0.982,0.9263,0.9405,0.9923,0.9618
642,0.9794,0.8803,0.9894,0.8803,0.0106,0.8803,0.9821,0.9261,0.9405,0.9923,0.9618
643,0.9794,0.8802,0.9895,0.8802,0.0105,0.8802,0.9821,0.926,0.9405,0.9923,0.9618
644,0.9794,0.8801,0.9895,0.8801,0.0105,0.8801,0.9822,0.926,0.9405,0.9923,0.9618
645,0.9794,0.88,0.9896,0.88,0.0104,0.88,0.9823,0.926,0.9405,0.9923,0.9618
646,0.9794,0.8792,0.9896,0.8792,0.0104,0.8792,0.9823,0.9255,0.9405,0.9923,0.9618
647,0.9794,0.8791,0.9897,0.8791,0.0103,0.8791,0.9823,0.9255,0.9405,0.9923,0.9618
648,0.9794,0.8788,0.9897,0.8788,0.0103,0.8788,0.9824,0.9253,0.9405,0.9923,0.9618
649,0.9793,0.8782,0.9897,0.8782,0.0103,0.8782,0.9824,0.9249,0.9405,0.9923,0.9618
650,0.9793,0.8773,0.9898,0.8773,0.0102,0.8773,0.9824,0.9244,0.9405,0.9923,0.9618
651,0.9793,0.8764,0.9898,0.8764,0.0102,0.8764,0.9824,0.9238,0.9405,0.9923,0.9618
652,0.9792,0.8764,0.9899,0.8764,0.0101,0.8764,0.9825,0.9238,0.9405,0.9923,0.9618
653,0.9792,0.8763,0.9899,0.8763,0.0101,0.8763,0.9825,0.9238,0.9405,0.9923,0.9618
654,0.9792,0.8754,0.9899,0.8754,0.0101,0.8754,0.9825,0.9233,0.9405,0.9923,0.9618
655,0.9792,0.8754,0.99,0.8754,0.01,0.8754,0.9825,0.9233,0.9405,0.9923,0.9618
656,0.9792,0.8752,0.9901,0.8752,0.0099,0.8752,0.9829,0.9233,0.9405,0.9923,0.9618
657,0.9791,0.8751,0.9901,0.8751,0.0099,0.8751,0.9829,0.9233,0.9405,0.9923,0.9618
658,0.9791,0.8745,0.9901,0.8745,0.0099,0.8745,0.983,0.9229,0.9405,0.9923,0.9618
659,0.979,0.8736,0.9901,0.8736,0.0099,0.8736,0.9829,0.9223,0.9405,0.9923,0.9618
660,0.979,0.8735,0.9901,0.8735,0.0099,0.8735,0.983,0.9223,0.9405,0.9923,0.9618
661,0.9789,0.8732,0.9901,0.8732,0.0099,0.8732,0.983,0.9221,0.9405,0.9923,0.9618
662,0.9789,0.8728,0.9901,0.8728,0.0099,0.8728,0.983,0.9218,0.9405,0.9923,0.9618
663,0.9788,0.8725,0.9902,0.8725,0.0098,0.8725,0.983,0.9217,0.9405,0.9923,0.9618
664,0.9786,0.8722,0.9902,0.8722,0.0098,0.8722,0.983,0.9216,0.9405,0.9923,0.9618
665,0.9786,0.8721,0.9902,0.8721,0.0098,0.8721,0.9831,0.9215,0.9405,0.9923,0.9618
666,0.9785,0.8717,0.9902,0.8717,0.0098,0.8717,0.983,0.9213,0.9405,0.9923,0.9618
667,0.9785,0.8714,0.9903,0.8714,0.0097,0.8714,0.9831,0.9211,0.9405,0.9923,0.9618
668,0.9784,0.8713,0.9903,0.8713,0.0097,0.8713,0.9831,0.9211,0.9405,0.9923,0.9618
669,0.9784,0.871,0.9903,0.871,0.0097,0.871,0.9835,0.921,0.9405,0.9923,0.9618
670,0.9784,0.869,0.9903,0.869,0.0097,0.869,0.9835,0.9198,0.9405,0.9923,0.9618
671,0.9783,0.8687,0.9904,0.8687,0.0096,0.8687,0.9835,0.9195,0.9405,0.9923,0.9618
672,0.9783,0.8686,0.9905,0.8686,0.0095,0.8686,0.9835,0.9195,0.9405,0.9923,0.9618
673,0.9783,0.8683,0.9905,0.8683,0.0095,0.8683,0.9836,0.9193,0.9405,0.9923,0.9618
674,0.9783,0.868,0.9905,0.868,0.0095,0.868,0.9836,0.9191,0.9405,0.9923,0.9618
675,0.9782,0.8674,0.9905,0.8674,0.0095,0.8674,0.9836,0.9188,0.9405,0.9923,0.9618
676,0.9782,0.8673,0.9906,0.8673,0.0094,0.8673,0.9836,0.9188,0.9405,0.9923,0.9618
677,0.9782,0.8669,0.9906,0.8669,0.0094,0.8669,0.9836,0.9185,0.9405,0.9923,0.9618
678,0.9781,0.8668,0.9906,0.8668,0.0094,0.8668,0.9836,0.9184,0.9405,0.9923,0.9618
679,0.9781,0.8667,0.9906,0.8667,0.0094,0.8667,0.984,0.9186,0.9405,0.9923,0.9618
680,0.978,0.8661,0.9906,0.8661,0.0094,0.8661,0.984,0.9182,0.9405,0.9923,0.9618
681,0.978,0.8652,0.9907,0.8652,0.0093,0.8652,0.984,0.9176,0.9405,0.9923,0.9618
682,0.978,0.8651,0.9907,0.8651,0.0093,0.8651,0.984,0.9175,0.9405,0.9923,0.9618
683,0.9779,0.8648,0.9907,0.8648,0.0093,0.8648,0.984,0.9173,0.9405,0.9923,0.9618
684,0.9779,0.8647,0.9907,0.8647,0.0093,0.8647,0.984,0.9173,0.9405,0.9923,0.9618
685,0.9778,0.8638,0.9907,0.8638,0.0093,0.8638,0.984,0.9167,0.9405,0.9923,0.9618
686,0.9779,0.8635,0.9908,0.8635,0.0092,0.8635,0.9841,0.9166,0.9405,0.9923,0.9618
687,0.9778,0.8632,0.9908,0.8632,0.0092,0.8632,0.9841,0.9163,0.9405,0.9923,0.9618
688,0.9778,0.863,0.9908,0.863,0.0092,0.863,0.9845,0.9164,0.9405,0.9923,0.9618
689,0.9777,0.8629,0.9908,0.8629,0.0092,0.8629,0.9845,0.9164,0.9405,0.9923,0.9618
690,0.9777,0.8621,0.9909,0.8621,0.0091,0.8621,0.9845,0.9159,0.9405,0.9923,0.9618
691,0.9777,0.8616,0.9909,0.8616,0.0091,0.8616,0.9845,0.9155,0.9405,0.9923,0.9618
692,0.9777,0.8612,0.9909,0.8612,0.0091,0.8612,0.9846,0.9153,0.9405,0.9923,0.9618
693,0.9777,0.8611,0.991,0.8611,0.009,0.8611,0.9846,0.9153,0.9405,0.9923,0.9618
694,0.9777,0.8608,0.991,0.8608,0.009,0.8608,0.9846,0.9151,0.9405,0.9923,0.9618
695,0.9776,0.86,0.991,0.86,0.009,0.86,0.9846,0.9145,0.9405,0.9923,0.9618
696,0.9776,0.8599,0.991,0.8599,0.009,0.8599,0.985,0.9146,0.9405,0.9923,0.9618
697,0.9776,0.8598,0.991,0.8598,0.009,0.8598,0.9854,0.9146,0.9405,0.9923,0.9618
698,0.9776,0.8594,0.9911,0.8594,0.0089,0.8594,0.9854,0.9145,0.9405,0.9923,0.9618
699,0.9775,0.8589,0.9911,0.8589,0.0089,0.8589,0.9854,0.9141,0.9405,0.9923,0.9618
700,0.9775,0.8588,0.9912,0.8588,0.0088,0.8588,0.9854,0.914,0.9405,0.9923,0.9618
701,0.9774,0.8586,0.9912,0.8586,0.0088,0.8586,0.9854,0.914,0.9405,0.9923,0.9618
702,0.9774,0.8584,0.9912,0.8584,0.0088,0.8584,0.9858,0.914,0.9405,0.9923,0.9618
703,0.9773,0.8583,0.9912,0.8583,0.0088,0.8583,0.9858,0.914,0.9405,0.9923,0.9618
704,0.9773,0.8583,0.9912,0.8583,0.0088,0.8583,0.9858,0.9139,0.9405,0.9923,0.9618
705,0.9773,0.8581,0.9912,0.8581,0.0088,0.8581,0.9858,0.9139,0.9405,0.9923,0.9618
706,0.9772,0.8578,0.9912,0.8578,0.0088,0.8578,0.9862,0.9138,0.9405,0.9923,0.9618
707,0.9771,0.8575,0.9913,0.8575,0.0087,0.8575,0.9862,0.9137,0.9405,0.9923,0.9618
708,0.9771,0.8572,0.9913,0.8572,0.0087,0.8572,0.9862,0.9134,0.9405,0.9923,0.9618
709,0.977,0.8568,0.9913,0.8568,0.0087,0.8568,0.9862,0.9132,0.9405,0.9923,0.9618
710,0.977,0.8567,0.9913,0.8567,0.0087,0.8567,0.9862,0.9132,0.9405,0.9923,0.9618
711,0.9769,0.8554,0.9913,0.8554,0.0087,0.8554,0.9862,0.9122,0.9405,0.9923,0.9618
712,0.9769,0.855,0.9913,0.855,0.0087,0.855,0.9867,0.9122,0.9405,0.9923,0.9618
713,0.9769,0.8542,0.9914,0.8542,0.0086,0.8542,0.9866,0.9116,0.9405,0.9923,0.9618
714,0.9768,0.8541,0.9914,0.8541,0.0086,0.8541,0.9867,0.9116,0.9405,0.9923,0.9618
715,0.9768,0.8535,0.9914,0.8535,0.0086,0.8535,0.9867,0.9112,0.9405,0.9923,0.9618
716,0.9768,0.8534,0.9915,0.8534,0.0085,0.8534,0.9868,0.9111,0.9405,0.9923,0.9618
717,0.9767,0.853,0.9915,0.853,0.0085,0.853,0.9868,0.9109,0.9405,0.9923,0.9618
718,0.9767,0.8527,0.9915,0.8527,0.0085,0.8527,0.9868,0.9107,0.9405,0.9923,0.9618
719,0.9767,0.8526,0.9916,0.8526,0.0084,0.8526,0.9868,0.9107,0.9405,0.9923,0.9618
720,0.9766,0.8517,0.9916,0.8517,0.0084,0.8517,0.9868,0.9101,0.9405,0.9923,0.9618
721,0.9766,0.8511,0.9916,0.8511,0.0084,0.8511,0.9869,0.9097,0.9405,0.9923,0.9618
722,0.9765,0.8502,0.9916,0.8502,0.0084,0.8502,0.9868,0.9091,0.9405,0.9923,0.9618
723,0.9765,0.8498,0.9917,0.8498,0.0083,0.8498,0.9868,0.9089,0.9405,0.9923,0.9618
724,0.9765,0.8489,0.9917,0.8489,0.0083,0.8489,0.9872,0.9084,0.9405,0.9923,0.9618
725,0.9764,0.848,0.9917,0.848,0.0083,0.848,0.9872,0.9078,0.9405,0.9923,0.9618
726,0.9764,0.8477,0.9917,0.8477,0.0083,0.8477,0.9873,0.9075,0.9405,0.9923,0.9618
727,0.9763,0.8476,0.9917,0.8476,0.0083,0.8476,0.9873,0.9075,0.9405,0.9923,0.9618
728,0.9763,0.8475,0.9918,0.8475,0.0082,0.8475,0.9873,0.9075,0.9405,0.9923,0.9618
729,0.9762,0.8471,0.9918,0.8471,0.0082,0.8471,0.9873,0.9073,0.9405,0.9923,0.9618
730,0.9762,0.8463,0.9918,0.8463,0.0082,0.8463,0.9873,0.9067,0.9405,0.9923,0.9618
731,0.9762,0.8454,0.9918,0.8454,0.0082,0.8454,0.9874,0.9061,0.9405,0.9923,0.9618
732,0.9761,0.8449,0.9918,0.8449,0.0082,0.8449,0.9874,0.9057,0.9405,0.9923,0.9618
733,0.9761,0.8448,0.9919,0.8448,0.0081,0.8448,0.9874,0.9057,0.9405,0.9923,0.9618
734,0.9761,0.8444,0.9919,0.8444,0.0081,0.8444,0.9874,0.9054,0.9405,0.9923,0.9618
735,0.9761,0.8438,0.9919,0.8438,0.0081,0.8438,0.9874,0.905,0.9405,0.9923,0.9618
736,0.976,0.8431,0.9919,0.8431,0.0081,0.8431,0.9874,0.9046,0.9405,0.9923,0.9618
737,0.976,0.8422,0.9919,0.8422,0.0081,0.8422,0.9874,0.904,0.9405,0.9923,0.9618
738,0.9759,0.8419,0.9919,0.8419,0.0081,0.8419,0.9874,0.9038,0.9405,0.9923,0.9618
