,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,F-max,ROC-AUC,PR-AUC
987,0.9292,0.5117,0.9984,0.5117,0.0016,0.5117,0.9975,0.5767,0.9405,0.9923,0.9618
988,0.9266,0.5055,0.9984,0.5055,0.0016,0.5055,0.9976,0.5726,0.9405,0.9923,0.9618
989,0.9234,0.4974,0.9984,0.4974,0.0016,0.4974,0.9976,0.5671,0.9405,0.9923,0.9618
990,0.918,0.4821,0.9985,0.4821,0.0015,0.4821,0.9975,0.5561,0.9405,0.9923,0.9618
991,0.8559,0.2727,0.999,0.2727,0.001,0.2727,0.9995,0.2998,0.9405,0.9923,0.9618
992,0.8541,0.2701,0.999,0.2701,0.001,0.2701,0.9995,0.2982,0.9405,0.9923,0.9618
993,0.8518,0.2668,0.9991,0.2668,0.0009,0.2668,0.9995,0.2961,0.9405,0.9923,0.9618
994,0.8484,0.2618,0.9991,0.2618,0.0009,0.2618,0.9995,0.2931,0.9405,0.9923,0.9618
995,0.8426,0.2534,0.9992,0.2534,0.0008,0.2534,0.9995,0.2877,0.9405,0.9923,0.9618
996,0.8324,0.2388,0.9992,0.2388,0.0008,0.2388,0.9995,0.2781,0.9405,0.9923,0.9618
997,0.7883,0.1752,0.9994,0.1752,0.0006,0.1752,0.9995,0.2295,0.9405,0.9923,0.9618
998,0.6667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9405,0.9923,0.9618
999,0.6667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9405,0.9923,0.9618
1000,0.6667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9405,0.9923,0.9618
