t,TN,FP,FN,TP,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,ROC-AUC,PR-AUC,F-max
0.047,75795,7939,217,34637,0.9312,0.9938,0.9052,0.9938,0.0948,0.9938,0.8135,0.8947,0.9947,0.989,0.9547
0.048,75848,7886,221,34633,0.9316,0.9937,0.9058,0.9937,0.0942,0.9937,0.8145,0.8952,0.9947,0.989,0.9547
0.049,75911,7823,223,34631,0.9322,0.9936,0.9066,0.9936,0.0934,0.9936,0.8157,0.8959,0.9947,0.989,0.9547
0.05,75971,7763,224,34630,0.9326,0.9936,0.9073,0.9936,0.0927,0.9936,0.8169,0.8966,0.9947,0.989,0.9547
0.051,76030,7704,226,34628,0.9331,0.9935,0.908,0.9935,0.092,0.9935,0.818,0.8973,0.9947,0.989,0.9547
0.052,76070,7664,230,34624,0.9334,0.9934,0.9085,0.9934,0.0915,0.9934,0.8188,0.8977,0.9947,0.989,0.9547
0.053,76122,7612,235,34619,0.9338,0.9933,0.9091,0.9933,0.0909,0.9933,0.8198,0.8982,0.9947,0.989,0.9547
0.054,76171,7563,236,34618,0.9342,0.9932,0.9097,0.9932,0.0903,0.9932,0.8207,0.8988,0.9947,0.989,0.9547
0.055,76228,7506,239,34615,0.9347,0.9931,0.9104,0.9931,0.0896,0.9931,0.8218,0.8994,0.9947,0.989,0.9547
0.056,76271,7463,243,34611,0.935,0.993,0.9109,0.993,0.0891,0.993,0.8226,0.8998,0.9947,0.989,0.9547
0.057,76325,7409,244,34610,0.9355,0.993,0.9115,0.993,0.0885,0.993,0.8237,0.9004,0.9947,0.989,0.9547
0.058,76376,7358,245,34609,0.9359,0.993,0.9121,0.993,0.0879,0.993,0.8247,0.901,0.9947,0.989,0.9547
0.059,76423,7311,245,34609,0.9363,0.993,0.9127,0.993,0.0873,0.993,0.8256,0.9016,0.9947,0.989,0.9547
0.06,76462,7272,246,34608,0.9366,0.9929,0.9132,0.9929,0.0868,0.9929,0.8264,0.902,0.9947,0.989,0.9547
0.061,76503,7231,247,34607,0.9369,0.9929,0.9136,0.9929,0.0864,0.9929,0.8272,0.9025,0.9947,0.989,0.9547
0.062,76533,7201,251,34603,0.9372,0.9928,0.914,0.9928,0.086,0.9928,0.8277,0.9028,0.9947,0.989,0.9547
0.063,76562,7172,258,34596,0.9373,0.9926,0.9143,0.9926,0.0857,0.9926,0.8283,0.903,0.9947,0.989,0.9547
0.064,76606,7128,260,34594,0.9377,0.9925,0.9149,0.9925,0.0851,0.9925,0.8292,0.9035,0.9947,0.989,0.9547
0.065,76646,7088,261,34593,0.938,0.9925,0.9154,0.9925,0.0846,0.9925,0.8299,0.904,0.9947,0.989,0.9547
0.066,76693,7041,264,34590,0.9384,0.9924,0.9159,0.9924,0.0841,0.9924,0.8309,0.9045,0.9947,0.989,0.9547
0.067,76734,7000,264,34590,0.9387,0.9924,0.9164,0.9924,0.0836,0.9924,0.8317,0.905,0.9947,0.989,0.9547
0.068,76769,6965,268,34586,0.939,0.9923,0.9168,0.9923,0.0832,0.9923,0.8324,0.9053,0.9947,0.989,0.9547
0.069,76801,6933,273,34581,0.9392,0.9922,0.9172,0.9922,0.0828,0.9922,0.833,0.9056,0.9947,0.989,0.9547
0.07,76836,6898,277,34577,0.9395,0.9921,0.9176,0.9921,0.0824,0.9921,0.8337,0.906,0.9947,0.989,0.9547
0.071,76866,6868,281,34573,0.9397,0.9919,0.918,0.9919,0.082,0.9919,0.8343,0.9063,0.9947,0.989,0.9547
0.072,76901,6833,281,34573,0.94,0.9919,0.9184,0.9919,0.0816,0.9919,0.835,0.9067,0.9947,0.989,0.9547
0.073,76937,6797,283,34571,0.9403,0.9919,0.9188,0.9919,0.0812,0.9919,0.8357,0.9071,0.9947,0.989,0.9547
0.074,76975,6759,283,34571,0.9406,0.9919,0.9193,0.9919,0.0807,0.9919,0.8365,0.9076,0.9947,0.989,0.9547
0.075,77003,6731,284,34570,0.9408,0.9919,0.9196,0.9919,0.0804,0.9919,0.837,0.9079,0.9947,0.989,0.9547
0.076,77029,6705,285,34569,0.9411,0.9918,0.9199,0.9918,0.0801,0.9918,0.8375,0.9082,0.9947,0.989,0.9547
0.077,77060,6674,286,34568,0.9413,0.9918,0.9203,0.9918,0.0797,0.9918,0.8382,0.9085,0.9947,0.989,0.9547
0.078,77096,6638,288,34566,0.9416,0.9917,0.9207,0.9917,0.0793,0.9917,0.8389,0.9089,0.9947,0.989,0.9547
0.079,77127,6607,288,34566,0.9419,0.9917,0.9211,0.9917,0.0789,0.9917,0.8395,0.9093,0.9947,0.989,0.9547
0.08,77165,6569,290,34564,0.9422,0.9917,0.9215,0.9917,0.0785,0.9917,0.8403,0.9097,0.9947,0.989,0.9547
0.081,77190,6544,297,34557,0.9423,0.9915,0.9218,0.9915,0.0782,0.9915,0.8408,0.9099,0.9947,0.989,0.9547
0.082,77228,6506,298,34556,0.9426,0.9915,0.9223,0.9915,0.0777,0.9915,0.8416,0.9104,0.9947,0.989,0.9547
0.083,77257,6477,301,34553,0.9428,0.9914,0.9226,0.9914,0.0774,0.9914,0.8421,0.9107,0.9947,0.989,0.9547
0.084,77295,6439,304,34550,0.9431,0.9913,0.9231,0.9913,0.0769,0.9913,0.8429,0.9111,0.9947,0.989,0.9547
0.085,77336,6398,309,34545,0.9434,0.9911,0.9236,0.9911,0.0764,0.9911,0.8437,0.9115,0.9947,0.989,0.9547
0.086,77372,6362,310,34544,0.9437,0.9911,0.924,0.9911,0.076,0.9911,0.8445,0.9119,0.9947,0.989,0.9547
0.087,77410,6324,312,34542,0.944,0.991,0.9245,0.991,0.0755,0.991,0.8453,0.9124,0.9947,0.989,0.9547
0.088,77441,6293,314,34540,0.9443,0.991,0.9248,0.991,0.0752,0.991,0.8459,0.9127,0.9947,0.989,0.9547
0.089,77475,6259,315,34539,0.9446,0.991,0.9253,0.991,0.0747,0.991,0.8466,0.9131,0.9947,0.989,0.9547
0.09,77507,6227,319,34535,0.9448,0.9908,0.9256,0.9908,0.0744,0.9908,0.8472,0.9134,0.9947,0.989,0.9547
0.091,77534,6200,320,34534,0.945,0.9908,0.926,0.9908,0.074,0.9908,0.8478,0.9137,0.9947,0.989,0.9547
0.092,77572,6162,323,34531,0.9453,0.9907,0.9264,0.9907,0.0736,0.9907,0.8486,0.9142,0.9947,0.989,0.9547
0.093,77613,6121,325,34529,0.9456,0.9907,0.9269,0.9907,0.0731,0.9907,0.8494,0.9146,0.9947,0.989,0.9547
0.094,77640,6094,325,34529,0.9459,0.9907,0.9272,0.9907,0.0728,0.9907,0.85,0.915,0.9947,0.989,0.9547
0.095,77673,6061,330,34524,0.9461,0.9905,0.9276,0.9905,0.0724,0.9905,0.8507,0.9153,0.9947,0.989,0.9547
0.096,77707,6027,332,34522,0.9464,0.9905,0.928,0.9905,0.072,0.9905,0.8514,0.9157,0.9947,0.989,0.9547
0.097,77735,5999,333,34521,0.9466,0.9904,0.9284,0.9904,0.0716,0.9904,0.8519,0.916,0.9947,0.989,0.9547
0.098,77778,5956,333,34521,0.947,0.9904,0.9289,0.9904,0.0711,0.9904,0.8529,0.9165,0.9947,0.989,0.9547
0.099,77813,5921,336,34518,0.9472,0.9904,0.9293,0.9904,0.0707,0.9904,0.8536,0.9169,0.9947,0.989,0.9547
0.1,77851,5883,337,34517,0.9475,0.9903,0.9297,0.9903,0.0703,0.9903,0.8544,0.9173,0.9947,0.989,0.9547
0.101,77887,5847,341,34513,0.9478,0.9902,0.9302,0.9902,0.0698,0.9902,0.8551,0.9177,0.9947,0.989,0.9547
0.102,77995,5739,348,34506,0.9487,0.99,0.9315,0.99,0.0685,0.99,0.8574,0.9189,0.9947,0.989,0.9547
0.103,78063,5671,351,34503,0.9492,0.9899,0.9323,0.9899,0.0677,0.9899,0.8588,0.9197,0.9947,0.989,0.9547
0.104,78113,5621,353,34501,0.9496,0.9899,0.9329,0.9899,0.0671,0.9899,0.8599,0.9203,0.9947,0.989,0.9547
0.105,78145,5589,357,34497,0.9499,0.9898,0.9333,0.9898,0.0667,0.9898,0.8606,0.9207,0.9947,0.989,0.9547
0.106,78181,5553,359,34495,0.9501,0.9897,0.9337,0.9897,0.0663,0.9897,0.8613,0.9211,0.9947,0.989,0.9547
0.107,78227,5507,360,34494,0.9505,0.9897,0.9342,0.9897,0.0658,0.9897,0.8623,0.9216,0.9947,0.989,0.9547
0.108,78272,5462,361,34493,0.9509,0.9896,0.9348,0.9896,0.0652,0.9896,0.8633,0.9222,0.9947,0.989,0.9547
0.109,78295,5439,363,34491,0.9511,0.9896,0.935,0.9896,0.065,0.9896,0.8638,0.9224,0.9947,0.989,0.9547
0.11,78321,5413,364,34490,0.9513,0.9896,0.9354,0.9896,0.0646,0.9896,0.8643,0.9227,0.9947,0.989,0.9547
0.111,78346,5388,365,34489,0.9515,0.9895,0.9357,0.9895,0.0643,0.9895,0.8649,0.923,0.9947,0.989,0.9547
0.112,78367,5367,369,34485,0.9516,0.9894,0.9359,0.9894,0.0641,0.9894,0.8653,0.9232,0.9947,0.989,0.9547
0.113,78397,5337,373,34481,0.9519,0.9893,0.9363,0.9893,0.0637,0.9893,0.866,0.9235,0.9947,0.989,0.9547
0.114,78423,5311,376,34478,0.952,0.9892,0.9366,0.9892,0.0634,0.9892,0.8665,0.9238,0.9947,0.989,0.9547
0.115,78453,5281,378,34476,0.9523,0.9892,0.9369,0.9892,0.0631,0.9892,0.8672,0.9242,0.9947,0.989,0.9547
0.116,78481,5253,380,34474,0.9525,0.9891,0.9373,0.9891,0.0627,0.9891,0.8678,0.9245,0.9947,0.989,0.9547
0.117,78504,5230,381,34473,0.9527,0.9891,0.9375,0.9891,0.0625,0.9891,0.8683,0.9247,0.9947,0.989,0.9547
0.118,78527,5207,381,34473,0.9529,0.9891,0.9378,0.9891,0.0622,0.9891,0.8688,0.925,0.9947,0.989,0.9547
0.119,78548,5186,382,34472,0.953,0.989,0.9381,0.989,0.0619,0.989,0.8692,0.9253,0.9947,0.989,0.9547
0.12,78567,5167,387,34467,0.9532,0.9889,0.9383,0.9889,0.0617,0.9889,0.8696,0.9254,0.9947,0.989,0.9547
0.121,78591,5143,388,34466,0.9534,0.9889,0.9386,0.9889,0.0614,0.9889,0.8702,0.9257,0.9947,0.989,0.9547
0.122,78617,5117,390,34464,0.9536,0.9888,0.9389,0.9888,0.0611,0.9888,0.8707,0.926,0.9947,0.989,0.9547
0.123,78639,5095,390,34464,0.9537,0.9888,0.9392,0.9888,0.0608,0.9888,0.8712,0.9263,0.9947,0.989,0.9547
0.124,78668,5066,391,34463,0.954,0.9888,0.9395,0.9888,0.0605,0.9888,0.8718,0.9266,0.9947,0.989,0.9547
0.125,78697,5037,394,34460,0.9542,0.9887,0.9398,0.9887,0.0602,0.9887,0.8725,0.927,0.9947,0.989,0.9547
0.126,78720,5014,395,34459,0.9544,0.9887,0.9401,0.9887,0.0599,0.9887,0.873,0.9272,0.9947,0.989,0.9547
0.127,78751,4983,397,34457,0.9546,0.9886,0.9405,0.9886,0.0595,0.9886,0.8737,0.9276,0.9947,0.989,0.9547
0.128,78769,4965,399,34455,0.9548,0.9886,0.9407,0.9886,0.0593,0.9886,0.874,0.9278,0.9947,0.989,0.9547
0.129,78794,4940,405,34449,0.9549,0.9884,0.941,0.9884,0.059,0.9884,0.8746,0.928,0.9947,0.989,0.9547
0.13,78811,4923,406,34448,0.9551,0.9884,0.9412,0.9884,0.0588,0.9884,0.875,0.9282,0.9947,0.989,0.9547
0.131,78825,4909,410,34444,0.9551,0.9882,0.9414,0.9882,0.0586,0.9882,0.8753,0.9283,0.9947,0.989,0.9547
0.132,78852,4882,413,34441,0.9553,0.9882,0.9417,0.9882,0.0583,0.9882,0.8758,0.9286,0.9947,0.989,0.9547
0.133,78881,4853,415,34439,0.9556,0.9881,0.942,0.9881,0.058,0.9881,0.8765,0.929,0.9947,0.989,0.9547
0.134,78908,4826,417,34437,0.9558,0.988,0.9424,0.988,0.0576,0.988,0.8771,0.9293,0.9947,0.989,0.9547
0.135,78927,4807,422,34432,0.9559,0.9879,0.9426,0.9879,0.0574,0.9879,0.8775,0.9294,0.9947,0.989,0.9547
0.136,78949,4785,425,34429,0.9561,0.9878,0.9429,0.9878,0.0571,0.9878,0.878,0.9297,0.9947,0.989,0.9547
0.137,78968,4766,428,34426,0.9562,0.9877,0.9431,0.9877,0.0569,0.9877,0.8784,0.9299,0.9947,0.989,0.9547
0.138,78989,4745,430,34424,0.9564,0.9877,0.9433,0.9877,0.0567,0.9877,0.8789,0.9301,0.9947,0.989,0.9547
0.139,79005,4729,434,34420,0.9565,0.9875,0.9435,0.9875,0.0565,0.9875,0.8792,0.9302,0.9947,0.989,0.9547
0.14,79025,4709,436,34418,0.9566,0.9875,0.9438,0.9875,0.0562,0.9875,0.8796,0.9305,0.9947,0.989,0.9547
0.141,79051,4683,439,34415,0.9568,0.9874,0.9441,0.9874,0.0559,0.9874,0.8802,0.9307,0.9947,0.989,0.9547
0.142,79068,4666,443,34411,0.9569,0.9873,0.9443,0.9873,0.0557,0.9873,0.8806,0.9309,0.9947,0.989,0.9547
0.143,79085,4649,444,34410,0.9571,0.9873,0.9445,0.9873,0.0555,0.9873,0.881,0.9311,0.9947,0.989,0.9547
0.144,79100,4634,445,34409,0.9572,0.9872,0.9447,0.9872,0.0553,0.9872,0.8813,0.9313,0.9947,0.989,0.9547
0.145,79120,4614,448,34406,0.9573,0.9871,0.9449,0.9871,0.0551,0.9871,0.8818,0.9315,0.9947,0.989,0.9547
0.146,79144,4590,452,34402,0.9575,0.987,0.9452,0.987,0.0548,0.987,0.8823,0.9317,0.9947,0.989,0.9547
0.147,79159,4575,454,34400,0.9576,0.987,0.9454,0.987,0.0546,0.987,0.8826,0.9319,0.9947,0.989,0.9547
0.148,79180,4554,459,34395,0.9577,0.9868,0.9456,0.9868,0.0544,0.9868,0.8831,0.9321,0.9947,0.989,0.9547
0.149,79199,4535,462,34392,0.9579,0.9867,0.9458,0.9867,0.0542,0.9867,0.8835,0.9323,0.9947,0.989,0.9547
0.15,79211,4523,463,34391,0.958,0.9867,0.946,0.9867,0.054,0.9867,0.8838,0.9324,0.9947,0.989,0.9547
0.151,79229,4505,468,34386,0.9581,0.9866,0.9462,0.9866,0.0538,0.9866,0.8842,0.9326,0.9947,0.989,0.9547
0.152,79244,4490,469,34385,0.9582,0.9865,0.9464,0.9865,0.0536,0.9865,0.8845,0.9327,0.9947,0.989,0.9547
0.153,79259,4475,474,34380,0.9583,0.9864,0.9466,0.9864,0.0534,0.9864,0.8848,0.9329,0.9947,0.989,0.9547
0.154,79267,4467,478,34376,0.9583,0.9863,0.9467,0.9863,0.0533,0.9863,0.885,0.9329,0.9947,0.989,0.9547
0.155,79283,4451,480,34374,0.9584,0.9862,0.9468,0.9862,0.0532,0.9862,0.8854,0.9331,0.9947,0.989,0.9547
0.156,79300,4434,483,34371,0.9585,0.9861,0.947,0.9861,0.053,0.9861,0.8857,0.9332,0.9947,0.989,0.9547
0.157,79313,4421,484,34370,0.9586,0.9861,0.9472,0.9861,0.0528,0.9861,0.886,0.9334,0.9947,0.989,0.9547
0.158,79329,4405,486,34368,0.9588,0.9861,0.9474,0.9861,0.0526,0.9861,0.8864,0.9336,0.9947,0.989,0.9547
0.159,79344,4390,489,34365,0.9589,0.986,0.9476,0.986,0.0524,0.986,0.8867,0.9337,0.9947,0.989,0.9547
0.16,79361,4373,492,34362,0.959,0.9859,0.9478,0.9859,0.0522,0.9859,0.8871,0.9339,0.9947,0.989,0.9547
0.161,79373,4361,494,34360,0.9591,0.9858,0.9479,0.9858,0.0521,0.9858,0.8874,0.934,0.9947,0.989,0.9547
0.162,79384,4350,495,34359,0.9591,0.9858,0.948,0.9858,0.052,0.9858,0.8876,0.9341,0.9947,0.989,0.9547
0.163,79392,4342,497,34357,0.9592,0.9857,0.9481,0.9857,0.0519,0.9857,0.8878,0.9342,0.9947,0.989,0.9547
0.164,79404,4330,498,34356,0.9593,0.9857,0.9483,0.9857,0.0517,0.9857,0.8881,0.9343,0.9947,0.989,0.9547
0.165,79411,4323,500,34354,0.9593,0.9857,0.9484,0.9857,0.0516,0.9857,0.8882,0.9344,0.9947,0.989,0.9547
0.166,79423,4311,501,34353,0.9594,0.9856,0.9485,0.9856,0.0515,0.9856,0.8885,0.9345,0.9947,0.989,0.9547
0.167,79440,4294,505,34349,0.9595,0.9855,0.9487,0.9855,0.0513,0.9855,0.8889,0.9347,0.9947,0.989,0.9547
0.168,79446,4288,507,34347,0.9596,0.9855,0.9488,0.9855,0.0512,0.9855,0.889,0.9348,0.9947,0.989,0.9547
0.169,79459,4275,507,34347,0.9597,0.9855,0.9489,0.9855,0.0511,0.9855,0.8893,0.9349,0.9947,0.989,0.9547
0.17,79465,4269,512,34342,0.9597,0.9853,0.949,0.9853,0.051,0.9853,0.8894,0.9349,0.9947,0.989,0.9547
0.171,79477,4257,518,34336,0.9597,0.9851,0.9492,0.9851,0.0508,0.9851,0.8897,0.935,0.9947,0.989,0.9547
0.172,79493,4241,519,34335,0.9599,0.9851,0.9494,0.9851,0.0506,0.9851,0.8901,0.9352,0.9947,0.989,0.9547
0.173,79504,4230,520,34334,0.9599,0.9851,0.9495,0.9851,0.0505,0.9851,0.8903,0.9353,0.9947,0.989,0.9547
0.174,79515,4219,522,34332,0.96,0.985,0.9496,0.985,0.0504,0.985,0.8906,0.9354,0.9947,0.989,0.9547
0.175,79525,4209,523,34331,0.9601,0.985,0.9497,0.985,0.0503,0.985,0.8908,0.9355,0.9947,0.989,0.9547
0.176,79532,4202,524,34330,0.9601,0.985,0.9498,0.985,0.0502,0.985,0.8909,0.9356,0.9947,0.989,0.9547
0.177,79542,4192,528,34326,0.9602,0.9849,0.9499,0.9849,0.0501,0.9849,0.8912,0.9357,0.9947,0.989,0.9547
0.178,79559,4175,531,34323,0.9603,0.9848,0.9501,0.9848,0.0499,0.9848,0.8916,0.9358,0.9947,0.989,0.9547
0.179,79570,4164,534,34320,0.9604,0.9847,0.9503,0.9847,0.0497,0.9847,0.8918,0.9359,0.9947,0.989,0.9547
0.18,79587,4147,536,34318,0.9605,0.9846,0.9505,0.9846,0.0495,0.9846,0.8922,0.9361,0.9947,0.989,0.9547
0.181,79593,4141,539,34315,0.9605,0.9845,0.9505,0.9845,0.0495,0.9845,0.8923,0.9362,0.9947,0.989,0.9547
0.182,79602,4132,546,34308,0.9606,0.9843,0.9507,0.9843,0.0493,0.9843,0.8925,0.9362,0.9947,0.989,0.9547
0.183,79614,4120,548,34306,0.9606,0.9843,0.9508,0.9843,0.0492,0.9843,0.8928,0.9363,0.9947,0.989,0.9547
0.184,79629,4105,549,34305,0.9608,0.9842,0.951,0.9842,0.049,0.9842,0.8931,0.9365,0.9947,0.989,0.9547
0.185,79639,4095,551,34303,0.9608,0.9842,0.9511,0.9842,0.0489,0.9842,0.8934,0.9366,0.9947,0.989,0.9547
0.186,79644,4090,552,34302,0.9609,0.9842,0.9512,0.9842,0.0488,0.9842,0.8935,0.9366,0.9947,0.989,0.9547
0.187,79655,4079,557,34297,0.9609,0.984,0.9513,0.984,0.0487,0.984,0.8937,0.9367,0.9947,0.989,0.9547
0.188,79668,4066,559,34295,0.961,0.984,0.9514,0.984,0.0486,0.984,0.894,0.9368,0.9947,0.989,0.9547
0.189,79684,4050,563,34291,0.9611,0.9838,0.9516,0.9838,0.0484,0.9838,0.8944,0.937,0.9947,0.989,0.9547
0.19,79696,4038,565,34289,0.9612,0.9838,0.9518,0.9838,0.0482,0.9838,0.8946,0.9371,0.9947,0.989,0.9547
0.191,79701,4033,566,34288,0.9612,0.9838,0.9518,0.9838,0.0482,0.9838,0.8948,0.9372,0.9947,0.989,0.9547
0.192,79715,4019,569,34285,0.9613,0.9837,0.952,0.9837,0.048,0.9837,0.8951,0.9373,0.9947,0.989,0.9547
0.193,79733,4001,571,34283,0.9614,0.9836,0.9522,0.9836,0.0478,0.9836,0.8955,0.9375,0.9947,0.989,0.9547
0.194,79741,3993,573,34281,0.9615,0.9836,0.9523,0.9836,0.0477,0.9836,0.8957,0.9376,0.9947,0.989,0.9547
0.195,79749,3985,576,34278,0.9615,0.9835,0.9524,0.9835,0.0476,0.9835,0.8959,0.9376,0.9947,0.989,0.9547
0.196,79759,3975,577,34277,0.9616,0.9834,0.9525,0.9834,0.0475,0.9834,0.8961,0.9377,0.9947,0.989,0.9547
0.197,79765,3969,578,34276,0.9617,0.9834,0.9526,0.9834,0.0474,0.9834,0.8962,0.9378,0.9947,0.989,0.9547
0.198,79776,3958,580,34274,0.9617,0.9834,0.9527,0.9834,0.0473,0.9834,0.8965,0.9379,0.9947,0.989,0.9547
0.199,79784,3950,581,34273,0.9618,0.9833,0.9528,0.9833,0.0472,0.9833,0.8967,0.938,0.9947,0.989,0.9547
0.2,79796,3938,582,34272,0.9619,0.9833,0.953,0.9833,0.047,0.9833,0.8969,0.9381,0.9947,0.989,0.9547
0.201,79801,3933,582,34272,0.9619,0.9833,0.953,0.9833,0.047,0.9833,0.8971,0.9382,0.9947,0.989,0.9547
0.202,79811,3923,583,34271,0.962,0.9833,0.9531,0.9833,0.0469,0.9833,0.8973,0.9383,0.9947,0.989,0.9547
